사업장명,소재지전체주소,Latitude,Longitude
썬노래방,대구광역시 북구 산격동 793-98번지,35.894823,128.5942683
아우디노래연습장,대구광역시 북구 태전동 253-63번지,35.9246426,128.5443267
테크노영상노래연습장,대구광역시 수성구 지산동 1285-13번지,35.8226955,128.6389787
무소,대구광역시 수성구 만촌동 859-10번지,35.854679,128.6528486
엘리스노래연습장,대구광역시 수성구 황금동 682-2번지 제우빌딩,35.8480005,128.6243117
MBC노래연습장,대구광역시 수성구 지산동 1285-5번지,35.8229214,128.6386927
퀸,대구광역시 수성구 상동 264-1번지,35.8346136,128.6110684
짱노래연습장,대구광역시 수성구 중동 551-85번지,35.840875,128.608421
멜론노래연습장,대구광역시 수성구 지산동 1160-6번지,35.8269946,128.6270192
시카고,대구광역시 수성구 지산동 1259-12번지,35.8252667,128.6323689
미스고노래연습장,대구광역시 수성구 매호동 1090-3번지,35.8422295,128.7070986
시티노래연습장,대구광역시 수성구 두산동 744-2번지,35.8253074,128.6251024
스타노래연습장,대구광역시 수성구 황금동 796-9번지,35.8442073,128.6231805
들안길노래연습장,대구광역시 수성구 두산동 179-4번지,35.8303423,128.6216145
골든벨노래연습장,대구광역시 수성구 수성동4가 1024-3번지,35.8628626,128.6176341
열린노래연습장,대구광역시 수성구 두산동 192-5번지,35.8320577,128.6214032
짚시노래연습장,대구광역시 수성구 범어동 774-35번지 범어빌딩,35.8622707,128.6262481
메트로노래연습장,대구광역시 수성구 만촌동 1356-19번지,35.8704253,128.6337728
해뜬날,대구광역시 수성구 매호동 1085-2번지,35.8410142,128.7074597
실노래연습장,대구광역시 수성구 수성동3가 326번지,35.8547996,128.6174188
또바기노래연습장,대구광역시 수성구 만촌동 425-24번지,35.8672187,128.6367891
선 노래연습장,대구광역시 수성구 범물동 1277-8번지,35.8210694,128.6413682
뉴아리랑노래연습장,대구광역시 수성구 두산동 744-6번지,35.8250019,128.6249306
아카데미노래연습장,대구광역시 수성구 두산동 205-3번지,35.8303948,128.6222679
화이트노래연습장,대구광역시 수성구 지산동 1268-20번지,35.8268106,128.6335764
팡팡노래연습장,대구광역시 수성구 범어동 730-1번지,35.8516769,128.6239785
멜론노래연습장,대구광역시 수성구 상동 380-14번지 가동,35.8313097,128.6113618
라붐동전노래연습장,대구광역시 수성구 범어동 209-7번지,35.8574689,128.6359903
호박노래연습장,대구광역시 수성구 만촌동 849-30번지,35.8567695,128.6487836
몽키노래연습장,대구광역시 수성구 범어동 1401번지,35.8646846,128.6178874
송송노래연습장,대구광역시 수성구 범어동 805-167번지,35.8515205,128.6233629
통통동전노래연습장,대구광역시 수성구 지산동 1288-12번지 혜성빌딩,35.8407905,128.617567
카카오노래연습장,대구광역시 수성구 수성동4가 1024-26번지,35.8626165,128.6176366
큐노래연습장,대구광역시 수성구 황금동 837-2번지,35.8439307,128.622988
스타,대구광역시 수성구 파동 169-17번지,35.8134203,128.6162961
성조노래연습장,대구광역시 수성구 범어동 1-1번지,35.8669574,128.6242289
퍼펙트싱어동전노래연습장,대구광역시 수성구 신매동 567-35번지,35.8394418,128.707541
체리노래연습장,대구광역시 수성구 범어동 1427번지,35.8654175,128.6183969
옥이 노래연습장,대구광역시 수성구 범어동 804-20번지,35.8588684,128.6217408
큐동전 노래연습장,대구광역시 수성구 지산동 1288-16번지,35.8223156,128.6388805
티제이퍼펙트싱어동전노래연습장,대구광역시 수성구 범어동 211-15번지,35.8581908,128.6383743
오렌지동전노래연습장(신천점),대구광역시 수성구 범어동 1161번지,35.8668445,128.6185309
동전가왕코인노래연습장,대구광역시 수성구 범어동 206-4번지,35.8585237,128.6376241
그린노래연습장,대구광역시 수성구 지산동 1028-2번지,35.8316093,128.6287589
힐링노래연습장,대구광역시 수성구 두산동 129-1번지,35.8338425,128.6217049
3080노래연습장,대구광역시 수성구 범어동 561-4번지,35.8587671,128.6247626
또또동전노래연습장,대구광역시 수성구 만촌동 1040-15번지,35.8578679,128.6476854
궁 노래연습장,대구광역시 수성구 수성동4가 1022-1번지,35.8608373,128.6174645
스마트노래연습장,대구광역시 수성구 매호동 1327-8번지,35.8440245,128.7082348
풀노래연습장,대구광역시 수성구 범어동 774-66번지,35.8525741,128.6239081
시티,대구광역시 수성구 황금동 744-13번지,35.8480306,128.6202424
트리플에이치노래연습장,대구광역시 수성구 중동 138-6번지,35.8426413,128.6164357
핑크노래연습장,대구광역시 수성구 지산동 1268-21번지,35.8269223,128.6335939
비젼노래연습장,대구광역시 수성구 두산동 122-3번지,35.8338442,128.6226092
토토노래연습장,대구광역시 수성구 두산동 185-2번지,35.8318659,128.6208383
에프원,대구광역시 수성구 상동 4-3번지,35.8402214,128.6134105
브라보노래연습장,대구광역시 수성구 지산동 1285-14번지,35.8227569,128.6391164
코리아노래연습장,대구광역시 수성구 시지동 258-11번지,35.8422978,128.6977243
황실,대구광역시 수성구 수성동4가 1186-13번지,35.8603707,128.6128283
오동동노래연습장,대구광역시 수성구 범어동 547-5번지,35.8584523,128.6237714
황제노래연습장,대구광역시 수성구 수성동2가 268-3번지,35.8537627,128.6137882
랄라노래연습장,대구광역시 수성구 만촌동 1040-14번지,35.8578227,128.6473595
또또동전노래연습장,대구광역시 수성구 신매동 567-46번지,35.8391023,128.7085629
코코노래연습장,대구광역시 수성구 파동 27-220번지,35.8202161,128.6126247
팝콘노래연습장,대구광역시 수성구 지산동 1276-12번지,35.8225324,128.6386166
신나는노래연습장,대구광역시 수성구 두산동 133-2번지,35.8351694,128.620294
엔젤동전노래연습장,대구광역시 수성구 지산동 1288-14번지,35.8224419,128.6392002
스타일노래연습장,대구광역시 수성구 중동 32-2번지,35.8480806,128.613471
첫사랑노래연습장,대구광역시 수성구 수성동3가 370-4번지,35.8521797,128.6171926
톡톡,대구광역시 수성구 수성동2가 256번지,35.8550638,128.6140463
(주)포스트모던 넥서스동전노래연습장,대구광역시 수성구 만촌동 1356-22번지,35.869955,128.6332154
오렌지동전노래연습장,대구광역시 수성구 범어동 255-12번지,35.8570698,128.6344205
황진이노래연습장,대구광역시 수성구 범어동 13-12번지,35.8633389,128.6264228
영성노래연습장,대구광역시 수성구 지산동 1259-7번지,35.8248867,128.6329867
엘프,대구광역시 수성구 시지동 265-8번지,35.8426367,128.6986615
마돈나노래연습장,대구광역시 수성구 지산동 1276-1번지,35.8230429,128.6378836
고래고래노래연습장,대구광역시 수성구 수성동1가 423-3번지,35.851049,128.6130521
명곡노래연습장,대구광역시 수성구 만촌동 854번지,35.8562461,128.6505685
칼라노래연습장,대구광역시 수성구 두산동 172-4번지,35.8310125,128.6171426
제우스,대구광역시 수성구 두산동 193-1번지,35.832066,128.6222444
코인락스타노래연습장 대구지산점,대구광역시 수성구 지산동 1276-7번지,35.8228894,128.6379278
엠넷스타 동전노래연습장,대구광역시 수성구 신매동 567-44번지,35.8393716,128.7078436
소올보이스 노래연습장,대구광역시 수성구 만촌동 856번지,35.8553512,128.6498881
더엠 노래연습장,대구광역시 수성구 두산동 707번지,35.8262507,128.6246593
상동노래연습장,대구광역시 수성구 상동 260-6번지,35.8345676,128.6103829
샤넬,대구광역시 수성구 매호동 1079-2번지,35.841974,128.7084003
팡팡노래연습장,대구광역시 수성구 시지동 503-3번지,35.8401087,128.6989327
칼라노래연습장,대구광역시 수성구 지산동 1288-4번지,35.8225777,128.6394348
콜노래연습장,대구광역시 수성구 범어동 732-2번지,35.8519419,128.6239629
첼로,대구광역시 수성구 파동 171-5번지,35.8138863,128.6159433
특실노래연습장,대구광역시 수성구 상동 69-12번지,35.8352011,128.6160438
조이노래연습장,대구광역시 수성구 신매동 222번지,35.8379054,128.7111557
콧털노래연습장,대구광역시 수성구 두산동 138-12번지,35.8349711,128.6173194
녹원노래연습장,대구광역시 수성구 지산동 761-17번지,35.8307104,128.6282969
질러존노래연습장,대구광역시 수성구 만촌동 852-23번지,35.8556874,128.6497126
킹스노래연습장,대구광역시 수성구 중동 190-8번지,35.841493,128.6164423
스타노래연습장,대구광역시 수성구 지산동 1285-1번지,35.8230377,128.6383395
하와이노래연습장,대구광역시 수성구 황금동 756-3번지,35.8469807,128.6170527
아시아노래연습장,대구광역시 수성구 황금동 690-1번지,35.8475538,128.6238997
김삿갓노래연습장,대구광역시 수성구 범어동 725번지,35.8510003,128.623754
드림노래연습장,대구광역시 수성구 두산동 202-1번지,35.8318195,128.6221407
발리노래연습장,대구광역시 수성구 신매동 567-66번지 트윈빌딩,35.8396189,128.708386
골드노래연습장,대구광역시 수성구 황금동 837-3번지 청송빌딩,35.8439145,128.623155
강산노래연습장,대구광역시 수성구 지산동 915번지,35.838821,128.6288855
리더스노래연습장,대구광역시 수성구 두산동 19-11번지,35.8381858,128.6210469
몬자노래연습장,대구광역시 수성구 신매동 568-6번지,35.8390016,128.7066969
옥소리노래연습장,대구광역시 수성구 수성동4가 1026-2번지,35.8639099,128.6178028
밀라노노래연습장,대구광역시 수성구 만촌동 972-16번지,35.8667411,128.6450413
오렌지동전노래연습장(수성점),대구광역시 수성구 범어동 559-7번지,35.8590435,128.6227253
범어노래연습장,대구광역시 수성구 범어동 1260번지 금광빌딩,35.8658955,128.617981
SM노래연습장,대구광역시 수성구 만촌동 853-7번지,35.8562154,128.6499195
올레노래연습장,대구광역시 수성구 만촌동 1029-1번지,35.8611853,128.6445623
삼성노래연습장,대구광역시 수성구 지산동 1199-1번지,35.8211256,128.6321102
통통노래연습장,대구광역시 수성구 중동 80-3번지,35.8456438,128.6162297
당신의,대구광역시 수성구 만촌동 1039-1번지,35.8586167,128.6430224
플러스노래연습장,대구광역시 수성구 수성동1가 273-6번지,35.8543555,128.6129702
심플노래연습장,대구광역시 수성구 수성동3가 89-3번지,35.852165,128.6205658
K-2 노래연습장,대구광역시 수성구 상동 70-12번지 외1필지(70-8),35.8352375,128.6165123
귀빈,대구광역시 수성구 범어동 147-23번지,35.8619576,128.6354349
지산노래연습장,대구광역시 수성구 지산동 1288-11번지,35.8220368,128.6397912
폭스노래연습장,대구광역시 수성구 두산동 36-7번지,35.8386296,128.617299
칼라노래연습장,대구광역시 수성구 사월동 459-1번지,35.8391973,128.7145965
수야노래연습장,대구광역시 수성구 수성동4가 1085-5번지,35.8598773,128.6183572
골든벨,대구광역시 수성구 지산동 1260-13번지,35.8258129,128.6333969
세븐스타노래연습장,대구광역시 수성구 범어동 1404번지,35.8648649,128.6178844
청담,대구광역시 수성구 두산동 730번지,35.8276933,128.6266407
멜로디노래연습장,대구광역시 수성구 매호동 1340-6번지,35.8425967,128.6996486
황금바다 노래연습장,대구광역시 수성구 중동 269-3번지,35.8448621,128.6123968
별밤노래연습장,대구광역시 수성구 만촌동 859-8번지,35.8549888,128.6528932
프렌즈노래연습장,대구광역시 수성구 수성동4가 1012-30번지,35.8637776,128.6182967
황제노래연습장,대구광역시 수성구 황금동 760-18번지,35.8467086,128.6201868
유토피아,대구광역시 수성구 상동 405-4번지,35.8302351,128.6161825
콤비,대구광역시 수성구 수성동1가 272-4번지,35.8543678,128.611975
축제노래연습장,대구광역시 수성구 범어동 199-28번지,35.8579914,128.634667
황제노래연습장,대구광역시 수성구 지산동 1277-15번지,35.8232413,128.6373496
필노래연습장,대구광역시 수성구 신매동 597-19번지,35.8328295,128.7039039
뉴황금,대구광역시 수성구 황금동 681-3번지,35.8486415,128.6237522
첼로,대구광역시 수성구 수성동4가 1012-12번지,35.8636569,128.618628
태영,대구광역시 수성구 중동 573-5번지,35.8412643,128.6098718
청사초롱노래연습장,대구광역시 수성구 황금동 851-15번지,35.8421149,128.6227457
새롬노래연습장,대구광역시 수성구 수성동4가 1090-7번지 우방사랑마을아파트,35.8609096,128.6160547
SBS노래연습장,대구광역시 수성구 신매동 567-36번지,35.8394122,128.7076857
벤츠노래연습장,대구광역시 수성구 수성동4가 1024-2번지 창일빌딩,35.8627364,128.6176188
쟁반노래연습장,대구광역시 수성구 두산동 92번지,35.8394032,128.621456
광장노래연습장,대구광역시 수성구 신매동 568-9번지,35.8388862,128.7074552
해피노래연습장,대구광역시 수성구 범어동 236-4번지,35.8599284,128.6400912
야시노래연습장,대구광역시 수성구 범어동 1146번지,35.8669923,128.6179995
웰빙노래연습장,대구광역시 수성구 만촌동 1429-21번지 메트로웰빙하와이,35.8677148,128.6381635
톡톡,대구광역시 수성구 황금동 837-7번지 천일빌딩,35.8435508,128.6230713
축제2 노래연습장,대구광역시 수성구 만촌동 849-1번지,35.8575898,128.6479422
라이브노래연습장,대구광역시 수성구 신매동 567-19번지 트윈빌딩,35.8391932,128.7082815
아리아노래연습장,대구광역시 수성구 만촌동 972-10번지,35.8671491,128.6450934
코러스노래연습장,대구광역시 수성구 욱수동 259-1번지,35.8333264,128.7096804
제우스노래연습장,대구광역시 수성구 신매동 568-4번지,35.8390792,128.7063633
모아노래연습장,대구광역시 수성구 만촌동 1037-12번지,35.8598403,128.6462864
두리노래연습장,대구광역시 수성구 신매동 600-10번지,35.8312914,128.704447
울랄라노래연습장,대구광역시 수성구 지산동 1258-11번지,35.8256562,128.631844
질러노래연습장,대구광역시 수성구 두산동 91-5번지,35.8391296,128.6217217
에스노래연습장,대구광역시 수성구 지산동 1285번지,35.8230935,128.638195
산대노래연습장,대구광역시 수성구 만촌동 852-33번지,35.8559495,128.649914
발리노래연습장,대구광역시 수성구 시지동 45-5번지,35.8431124,128.696837
플라워노래연습장,대구광역시 수성구 지산동 1258-8번지,35.82545,128.6321324
블루노래연습장,대구광역시 수성구 수성동4가 1021-9번지,35.860931,128.6179823
댓길노래연습장,대구광역시 수성구 범물동 1374-3번지 대구은행 범물지점,35.8205682,128.6425778
별밤,대구광역시 수성구 범어동 1147번지,35.8669039,128.6180099
톡톡노래연습장,대구광역시 수성구 두산동 123-6번지,35.8337516,128.622376
용지산노래연습장,대구광역시 수성구 범물동 1374-5번지,35.8177299,128.6444045
하나로노래연습장,대구광역시 수성구 수성동1가 222-6번지,35.8559138,128.6135003
프리노래연습장,대구광역시 수성구 두산동 744-10번지,35.8245584,128.6245929
팝콘노래연습장,대구광역시 수성구 두산동 186-2번지,35.8322532,128.6209
비타민노래연습장,대구광역시 수성구 지산동 1182-7번지,35.8233207,128.6263639
제우스,대구광역시 수성구 범물동 670번지 범물우방미진아파트,35.814138,128.647803
짱구노래연습장,대구광역시 수성구 두산동 744-4번지,35.8252078,128.6250274
킹,대구광역시 수성구 범어동 170-5번지 범어동합동빌딩,35.8592003,128.6349634
파랑새노래연습장,대구광역시 수성구 지산동 1277번지,35.8238831,128.6364815
필통노래연습장,대구광역시 수성구 신매동 568-5번지,35.8390459,128.7065224
좋은노래연습장,대구광역시 수성구 신매동 367-2번지,35.840893,128.7078339
큐노래연습장,대구광역시 수성구 지산동 1246번지,35.8234514,128.6266936
새황금,대구광역시 수성구 지산동 951-6번지,35.8371661,128.6245844
명창노래연습장,대구광역시 수성구 범어동 203-13번지,35.8574732,128.6343152
오페라노래연습장,대구광역시 수성구 수성동2가 295번지,35.8514674,128.6135536
맨하탄노래연습장,대구광역시 수성구 수성동1가 419-5번지,35.85007,128.6129073
야누드노래연습장,대구광역시 수성구 시지동 489번지,35.8397492,128.6933097
미인노래연습장,대구광역시 수성구 황금동 796-19번지,35.8442575,128.622892
까뮤노래연습장,대구광역시 수성구 범어동 250-4번지,35.8615735,128.639708
와우노래연습장,대구광역시 수성구 황금동 760-5번지,35.8469699,128.6188083
킹카노래연습장,대구광역시 수성구 지산동 1288-7번지,35.822267,128.6398838
궁노래연습장,대구광역시 수성구 상동 50-9번지,35.8360145,128.615624
동아노래연습장,대구광역시 수성구 지산동 1288-31번지,35.8221141,128.6396546
탑,대구광역시 수성구 범어동 835번지 수성구청역,35.8581602,128.6306367
대자연,대구광역시 수성구 파동 199-22번지,35.8125658,128.6170087
아테네노래연습장,대구광역시 수성구 지산동 1193-3번지,35.8217872,128.62987
콩나물,대구광역시 수성구 두산동 174-7번지,35.8303515,128.6182487
태백노래연습장,대구광역시 수성구 만촌동 970-2번지,35.8658409,128.6433166
초코노래연습장,대구광역시 수성구 상동 383-4번지,35.8320223,128.6117923
원노래연습장,대구광역시 수성구 황금동 862-8번지,35.8409234,128.6229091
하이빌노래연습장,대구광역시 수성구 상동 349-3번지,35.8329148,128.6115745
월드컵노래연습장,대구광역시 수성구 시지동 488-10번지,35.8400669,128.6937087
유신노래연습장,대구광역시 수성구 범물동 1308-10번지,35.8158021,128.6477386
플러스노래연습장,대구광역시 수성구 범물동 458-1번지,35.8168716,128.6449542
귀빈노래연습장,대구광역시 수성구 만촌동 1039-54번지,35.8583661,128.6450377
둘리노래연습장,대구광역시 수성구 범어동 199-5번지,35.8581145,128.6342273
축제노래연습장,대구광역시 수성구 두산동 138-6번지,35.8341215,128.6172442
명성노래연습장,대구광역시 수성구 범물동 473-3번지,35.8165531,128.6441881
범어노래연습장,대구광역시 수성구 범어동 774-73번지,35.8536287,128.6240702
국제노래연습장,대구광역시 수성구 지산동 1259-11번지,35.825203,128.6324812
어머나,대구광역시 수성구 지산동 1262-1번지,35.8262328,128.6320467
희야노래연습장,대구광역시 수성구 황금동 768-2번지,35.8464747,128.6187115
비타민노래연습장,대구광역시 수성구 범어동 1311번지,35.8653108,128.6179288
라이브노래연습장,대구광역시 수성구 만촌동 1330-22번지,35.8734817,128.6407173
황실,대구광역시 수성구 범어동 804-42번지,35.8586438,128.6215929
청개구리노래연습장,대구광역시 수성구 지산동 1276-2번지,35.8229014,128.638054
프린스노래연습장,대구광역시 수성구 지산동 1285-3번지,35.8229281,128.6384416
황금,대구광역시 수성구 황금동 728-3번지,35.8498322,128.620427
친구야노래연습장,대구광역시 수성구 두산동 2번지,35.8398283,128.6171312
은율노래연습장,대구광역시 수성구 지산동 1188번지,35.8225014,128.6277464
토토노래연습장,대구광역시 수성구 지산동 1204번지,35.8208499,128.6331107
밀리오네노래연습장,대구광역시 수성구 파동 515-2번지 파동중앙교회,35.8384678,128.615472
강변노래연습장,대구광역시 수성구 수성동4가 1114-1번지,35.8639333,128.6144679
나이스노래연습장,대구광역시 수성구 시지동 488-11번지,35.8400848,128.6935639
가요무대,대구광역시 수성구 범물동 1346-7번지,35.81775,128.6382729
카스노래연습장,대구광역시 수성구 만촌동 657-3번지,35.8692828,128.6446987
아모르,대구광역시 수성구 두산동 152-4번지,35.8328587,128.6172521
토마토,대구광역시 수성구 지산동 1261-4번지,35.8256162,128.6325908
도레미,대구광역시 수성구 파동 662번지,35.8252585,128.6105949
홀인원,대구광역시 수성구 만촌동 972-15번지,35.8668757,128.6449826
첼로노래연습장,대구광역시 수성구 두산동 153-12번지,35.8323578,128.617204
엘에이,대구광역시 수성구 중동 77-1번지,35.8462727,128.6164449
한성노래연습장,대구광역시 수성구 수성동3가 385-12번지,35.851395,128.61713
모나코노래연습장,대구광역시 수성구 범어동 1213번지,35.8662266,128.6184475
애플노래연습장,대구광역시 수성구 수성동2가 238-3번지,35.8564905,128.6140584
분홍빛노래연습장,대구광역시 수성구 상동 9-2번지,35.8396949,128.6162546
가빈노래연습장,대구광역시 수성구 두산동 202-11번지,35.8318161,128.6222746
천사노래연습장,대구광역시 수성구 시지동 503-4번지,35.8399728,128.698905
뮤직뱅크노래연습장,대구광역시 수성구 지산동 1288-19번지,35.8222263,128.6390612
피아노노래연습장,대구광역시 수성구 범어동 1430번지,35.8650802,128.618422
연교노래연습장,대구광역시 수성구 두산동 740-12번지,35.8254688,128.6256094
퀸노래연습장,대구광역시 수성구 지산동 1277-4번지,35.8237658,128.6368413
열창노래연습장,대구광역시 수성구 지산동 996-6번지,35.8369324,128.6249899
친구노래연습장,대구광역시 수성구 지산동 1204-7번지,35.8202051,128.6340407
클릭노래연습장,대구광역시 수성구 황금동 754-5번지,35.8475064,128.6170191
봉황노래연습장,대구광역시 수성구 중동 580-1번지,35.8413658,128.6086871
야시,대구광역시 수성구 상동 418번지,35.8302184,128.6111398
칸투스노래연습장,대구광역시 수성구 두산동 194-19번지,35.8333326,128.6223694
쟁반노래연습장,대구광역시 수성구 수성동3가 335-2번지,35.8540299,128.6179387
쉬리노래연습장,대구광역시 수성구 매호동 1325-4번지,35.8443118,128.7065901
호반노래연습장,대구광역시 수성구 지산동 1205-11번지,35.8201737,128.634357
참,대구광역시 수성구 중동 29-4번지,35.8499229,128.6134686
리더스노래연습장,대구광역시 달서구 이곡동 1227-2번지 (지하1층),35.8571178,128.5085202
첼로노래연습장,대구광역시 달서구 죽전동 364-1번지 지하1층,35.8584028,128.5347524
해성,대구광역시 달서구 용산동 499-2번지 (지하1층),35.8585425,128.5216308
카네기노래연습장,대구광역시 달서구 죽전동 250-35번지 지하1층,35.852452,128.5408481
두꺼비노래연습장,대구광역시 달서구 호산동 360-6번지 지하1층,35.8514092,128.486004
아이엠노래연습장,대구광역시 달서구 이곡동 1186-10번지 (지하1층),35.8593499,128.5024292
인싸동전노래연습장,대구광역시 달서구 감삼동 320-15번지 (지하1층),35.843686,128.5411893
인디안노래연습장,대구광역시 달서구 두류동 147-7번지 (지상3층),35.8553376,128.559851
벤츠노래연습장,대구광역시 달서구 이곡동 1000-76번지 (지하1층),35.849502,128.5084284
한빛노래연습장,대구광역시 달서구 진천동 44-4번지 (지하1층),35.817072,128.5318303
대곡노래연습장,대구광역시 달서구 대곡동 22-4번지 (지하1층),35.8075714,128.5118335
오라노래연습장,대구광역시 달서구 상인동 1174-2번지 (지하1층),35.8099632,128.5472975
팡팡노래연습장,대구광역시 달서구 용산동 464-5번지 (지하1층),35.8577306,128.521383
사계절노래연습장,대구광역시 달서구 도원동 1437-7번지 2층,35.8075546,128.5369674
쏭쏭노래연습장,대구광역시 달서구 송현동 1930-30번지 (지하1층),35.8297828,128.5501928
영노래연습장,대구광역시 달서구 상인동 1537번지 (지하1층),35.8155549,128.5469309
송림노래연습장,대구광역시 달서구 이곡동 1204-3번지 (지하1층),35.8539901,128.5027586
황실노래연습장,대구광역시 달서구 송현동 104-5번지 (지하1층),35.8343926,128.5493137
예스,대구광역시 달서구 죽전동 257-11번지 (지하1층),35.8523045,128.5369766
또와노래연습장,대구광역시 달서구 본동 776-4번지 (지하1층),35.8366457,128.5408039
정원노래연습장,대구광역시 달서구 감삼동 135-6번지 (지하1층),35.8518329,128.5436305
청구그린노래연습장,대구광역시 달서구 송현동 103-6번지 (지하1층),35.8345838,128.5488866
골든벨노래연습장,대구광역시 달서구 용산동 930-10번지 (지하1층),35.8583442,128.529257
와우노래연습장,대구광역시 달서구 용산동 930-1번지 (지하1층),35.8583432,128.5290798
노래를찾는사람들,대구광역시 달서구 신당동 321-2번지 (지상5층),35.8511263,128.4943764
축제노래연습장,대구광역시 달서구 죽전동 377-10번지 (지하1층),35.8532161,128.5360694
쏭쏭동전노래연습장,대구광역시 달서구 신당동 1721-8번지 (지하1층),35.8560676,128.4936575
만남노래연습장,대구광역시 달서구 성당동 277-18번지 (지하1층),35.838412,128.5531492
신바람노래연습장,대구광역시 달서구 두류동 778-1번지 (지상2층),35.8550465,128.5737891
자전거노래연습장,대구광역시 달서구 성당동 829번지 (지하1층),35.8376665,128.5529902
축제노래연습장,대구광역시 달서구 두류동 1245-44번지 (2층),35.858139,128.5654067
명동노래연습장,대구광역시 달서구 성당동 264-7번지 (1층),35.8378002,128.5550665
진천노래연습장,대구광역시 달서구 진천동 626-25번지 (2층),35.8129608,128.5218172
모델노래연습장,대구광역시 달서구 진천동 622-2번지 지하1층,35.8134386,128.5217982
신바람노래연습장,대구광역시 달서구 본동 684-2번지 (지상2층),35.8367155,128.5320477
현대노래연습장,대구광역시 달서구 상인동 1556번지 (지상2층),35.8122353,128.5451608
새한마음노래연습장,대구광역시 달서구 상인동 1545-11번지 (지하1층),35.8150184,128.5485649
멜론노래연습장,대구광역시 달서구 두류동 610-8번지 (지하1층),35.8548579,128.5528693
째리뽕노래연습장,대구광역시 달서구 신당동 1795-11번지 (지하1층),35.8549083,128.4928122
까치노래연습장,대구광역시 달서구 두류동 1247-26번지 (지상2층),35.8587953,128.5651877
스포츠노래연습장,대구광역시 달서구 신당동 1790-13번지 (지하1층),35.8551222,128.4936394
황제노래연습장,대구광역시 달서구 용산동 920-10번지 (지상2층),35.8595012,128.5272717
다정노래연습장,대구광역시 달서구 두류동 1184-15번지 (지하1층),35.8570186,128.5701795
월드노래연습장,대구광역시 달서구 호산동 359번지 (지하1층),35.8517615,128.4862541
공원노래연습장,대구광역시 달서구 두류동 618-12번지 (지하1층),35.8531159,128.5563324
상인노래연습장,대구광역시 달서구 상인동 1529-9번지 (지하1층),35.8141131,128.5456661
킹카노래연습장,대구광역시 달서구 장기동 117번지 (지하1층),35.8503112,128.5190273
천사노래연습장,대구광역시 달서구 본동 905-2번지 (지하1층),35.8352131,128.5342558
에쿠스노래연습장,대구광역시 달서구 신당동 1723-3번지 (지하1층),35.856056,128.4947081
사계절노래연습장,대구광역시 달서구 신당동 1786-11번지 (지하1층),35.855715,128.4984958
칼라노래연습장,대구광역시 달서구 용산동 931-1번지 (지하1층),35.8580378,128.5292527
오두랑노래연습장,대구광역시 달서구 용산동 455-1번지 (지하1층),35.8566706,128.5222231
삐삐노래연습장,대구광역시 달서구 상인동 1575-1번지 (지하1층),35.8089102,128.5483536
민들레노래연습장,대구광역시 달서구 상인동 1428번지 (지하1층),35.8143277,128.5358488
문성,대구광역시 달서구 용산동 855-17번지 (지하1층),35.8585462,128.5320994
센스노래연습장,대구광역시 달서구 죽전동 280-6번지 (2층),35.8518776,128.5409062
센스뮤직노래연습장,대구광역시 달서구 신당동 1749-5번지 (지하1층),35.8589468,128.4996576
궁전노래연습장,"대구광역시 달서구 이곡동 1242-4번지 (지하1층),2호 ",35.8556135,128.5076713
초원노래연습장,대구광역시 달서구 두류동 857-7번지 지하 1층,35.8612751,128.5706551
호박노래연습장,대구광역시 달서구 신당동 1793-25번지 (지하1층),35.8538155,128.4931331
열광노래연습장,대구광역시 달서구 죽전동 257-9번지 (지하1층),35.8525587,128.536954
황제노래연습장,대구광역시 달서구 이곡동 1187-13번지 (지하1층),35.8609425,128.514145
대길노래연습장,대구광역시 달서구 신당동 1695-14번지 (지하1층),35.8593945,128.4997213
달무리노래연습장,대구광역시 달서구 감삼동 117-23번지 (지하1층),35.8512768,128.5466037
뮤즈노래연습장,대구광역시 달서구 도원동 1431-4번지 (지하1층),35.8079765,128.5355284
풀노래연습장,대구광역시 달서구 감삼동 107-10번지 (지하1층),35.8523419,128.5484455
명창노래연습장,대구광역시 달서구 두류동 1108-25번지 (지하1층),35.8608912,128.5742276
룰루랄라노래연습장,대구광역시 달서구 신당동 1721-14번지 지하 1층,35.8558132,128.493481
싱싱노래연습장,대구광역시 달서구 용산동 464-4번지 (지하1층),35.8578369,128.5213848
샛별노래연습장,대구광역시 달서구 이곡동 1204번지 (지하1층),35.8539802,128.5023334
퀸노래연습장,대구광역시 달서구 두류동 630-45번지 (지하1층),35.8533663,128.5495264
올레노래연습장,대구광역시 달서구 두류동 490-5번지 지하 1층,35.8559709,128.5538779
궁노래연습장,대구광역시 달서구 이곡동 1202-12번지 (2층),35.8543603,128.5043375
비너스노래연습장,대구광역시 달서구 본리동 1217-1번지 (지하1층),35.838364,128.5304061
키스노래연습장,대구광역시 달서구 두류동 497-23번지 (지하1층),35.8544724,128.5514528
메들리노래연습장,대구광역시 달서구 송현동 2014-11번지 (지하1층),35.8281401,128.5602565
섹스폰노래연습장,대구광역시 달서구 송현동 483-1번지 (지하1층),35.8327915,128.5485976
센스노래연습장,대구광역시 달서구 진천동 292-9번지 (지하1층),35.8093391,128.5265991
키스노래연습장,대구광역시 달서구 상인동 1332-100번지 (2층),35.8094604,128.5410931
비즈,대구광역시 달서구 호림동 12-4번지 (지상2층),35.8379598,128.4901714
휘모리노래연습장,대구광역시 달서구 신당동 1723-2번지 (지하1층),35.8560593,128.4945675
