학원명,학원주소,Latitude,Longitude,,,,,,,,,,,,,,,,
수성한빛학원,대구광역시 수성구 달구벌대로 2348   외 3필지 수협빌딩 7층 (수성동3가),35.8591801,128.6196907,,,,,,,,,,,,,,,,
GnB메트로어학원,대구광역시 수성구 화랑로 56   5층 (만촌동),35.8706841,128.6337361,,,,,,,,,,,,,,,,
한국부사관학원,대구광역시 중구 동성로2길 23   4층 (삼덕동1가),35.8675422,128.5959455,,,,,,,,,,,,,,,,
ICA에어라인아카데미학원,"대구광역시 중구 공평로 10 , 3층 (삼덕동2가)",35.8648143,128.5999416,,,,,,,,,,,,,,,,
어린음악대노변원음악학원,대구광역시 수성구 노변로 55  수성월드메르디앙 상가2동 204호 (노변동),35.8351516,128.6995041,,,,,,,,,,,,,,,,
높은음자리음악학원,대구광역시 중구 남산로 55   2층 (남산동),35.8615183,128.5823316,,,,,,,,,,,,,,,,
비발디음악학원,대구광역시 동구 반야월북로 269   신서녹원맨션상가 107동 301호 (신서동),35.8726325,128.7275716,,,,,,,,,,,,,,,,
금비음악학원,대구광역시 동구 안심로 402  영조아름다운나날1단지상가 119동 302호 (신서동),35.868951,128.729684,,,,,,,,,,,,,,,,
혜인음악학원,대구광역시 중구 남산로 57   3층 (남산동),35.8616691,128.5822751,,,,,,,,,,,,,,,,
바움음악학원,대구광역시 수성구 청수로 213  캐슬골드파크1단지 상가 301호 302호 (황금동),35.8404123,128.6308594,,,,,,,,,,,,,,,,
리틀쇼팽음악학원,대구광역시 수성구 수성로 313-1   2층 (수성동1가),35.8564099,128.6106111,,,,,,,,,,,,,,,,
아너스음악학원,대구광역시 수성구 천을로 91  시지태왕와아너스상가 301동 202호 (시지동),35.8451364,128.7012351,,,,,,,,,,,,,,,,
솔리데오음악학원,대구광역시 중구 대봉로 261   2층 (봉산동),35.8617664,128.6000515,,,,,,,,,,,,,,,,
메트로팔레스음악학원,대구광역시 수성구 동원로 100   메트로팔레스 상가 201호 (만촌동),35.8681767,128.6387782,,,,,,,,,,,,,,,,
꿈나무계명피아노학원,대구광역시 수성구 수성로 34   2층 (상동),35.8380311,128.6129022,,,,,,,,,,,,,,,,
어린음악대황금원음악학원,대구광역시 수성구 청수로 202 (),35.8389957,128.6299573,,,,,,,,,,,,,,,,
New뮤즈음악학원,대구광역시 중구 명륜로23길 71   3층 (남산동),35.8630873,128.5950766,,,,,,,,,,,,,,,,
필그린음악미술학원,"대구광역시 수성구 만촌로 101 , 2층 일부 (만촌동)",35.8676265,128.6416191,,,,,,,,,,,,,,,,
카이스트음악학원,대구광역시 동구 동호로11길 23   1층 (신서동),35.8684713,128.7316275,,,,,,,,,,,,,,,,
신세계음악학원,대구광역시 수성구 욱수천로 133  시지2차사월보성타운 상가 201동 302호 (사월동),35.8403306,128.7155181,,,,,,,,,,,,,,,,
다영피아노음악학원,대구광역시 수성구 지범로54길 6 범물동 102호,35.8150621,128.6470775,,,,,,,,,,,,,,,,
스페니쉬기타학원,대구광역시 수성구 지범로 188  청구리빙월드 206호 (범물동),35.8208231,128.6395491,,,,,,,,,,,,,,,,
라인미술학원,대구광역시 동구 동촌로56길 77 (),35.8775299,128.6718263,,,,,,,,,,,,,,,,
즐거운상상미술학원,대구광역시 수성구 화랑로2길 105  메트로프라자 2층 (만촌동),35.8683481,128.6367726,,,,,,,,,,,,,,,,
예랑미술학원,대구광역시 수성구 청수로 213 황금동 캐슬골드파크1단지 상가동2층,35.8404123,128.6308594,,,,,,,,,,,,,,,,
순수미술학원,"대구광역시 중구 중앙대로 278 , 3층 (남산동)",35.8579114,128.5915181,,,,,,,,,,,,,,,,
프리즘만화학원,"대구광역시 중구 중앙대로 292 , 2층 (남산동)",35.8592281,128.5921048,,,,,,,,,,,,,,,,
정샘엑터멘토학원,"대구광역시 수성구 달구벌대로 2648 , 5층 (만촌동,성암빌딩)",35.859244,128.638608,,,,,,,,,,,,,,,,
LPDAC학원,대구광역시 중구 이천로 229-7   2층 (봉산동),35.8613687,128.59866,,,,,,,,,,,,,,,,
수독서실,대구광역시 동구 화랑로 99   3층 4층 (효목동),35.8795866,128.6411302,,,,,,,,,,,,,,,,
수성머리맑음독서실,대구광역시 수성구 청솔로 77 수성동3가 4층,35.8534756,128.6207366,,,,,,,,,,,,,,,,
수성푸른독서실,대구광역시 수성구 수성로 363   4층 (수성동1가),35.8577433,128.6129439,,,,,,,,,,,,,,,,
글나루독서실,대구광역시 수성구 청수로 264   1~4층 (황금동),35.8396848,128.6384553,,,,,,,,,,,,,,,,
짱구독서실,대구광역시 동구 효목로 30   4층 5층 (효목동),35.8759207,128.6400326,,,,,,,,,,,,,,,,
영재독서실,"대구광역시 동구 동촌로 206 , 3층 (방촌동)",35.896608,128.6793427,,,,,,,,,,,,,,,,
공부하는공부되는공부해야하는독서실,대구광역시 수성구 달구벌대로 2690   만촌화성파크드림2 2층 (만촌동),35.8539945,128.6550512,,,,,,,,,,,,,,,,
왕용고시독서실,대구광역시 수성구 달구벌대로647길 13   외 2필지 올리브카운티 B동 201호 301호 (신매동),35.8402548,128.7107616,,,,,,,,,,,,,,,,
쿨영어학원,대구광역시 수성구 신매로19길 4   5층 (신매동),35.8386828,128.7087872,,,,,,,,,,,,,,,,
엄쌤영어학원,대구광역시 수성구 달구벌대로 2674   2층 (만촌동),35.8763807,128.6579946,,,,,,,,,,,,,,,,
비오비국영수학원,대구광역시 수성구 지범로 181 (지산동),35.821684,128.6393413,,,,,,,,,,,,,,,,
뿌리깊은나무입시학원,"대구광역시 수성구 달구벌대로 2584 , 4~5층 (만촌동)",35.858915,128.644821,,,,,,,,,,,,,,,,
하쌤입시학원,대구광역시 동구 동호로 61   2층 (동호동),35.865772,128.723566,,,,,,,,,,,,,,,,
메티스학원,대구광역시 수성구 들안로 361   2층 (수성동4가),35.8527345,128.6172655,,,,,,,,,,,,,,,,
도레미음악학원,대구광역시 북구 침산로21길 36 침산쌍용아파트 상가107-202호 (침산동),35.8873503,128.5867511,,,,,,,,,,,,,,,,
경북정보통신전자학원,"대구광역시 서구 달서로 137 , 3층 (비산동)",35.8744207,128.5708689,,,,,,,,,,,,,,,,
푸른독서실,"대구광역시 서구 달서로 36 , 3층 (내당동, 서부전자판매센터)",35.8654178,128.5713602,,,,,,,,,,,,,,,,
제일학원,"대구광역시 북구 동북로52길 6 2,3층 (복현동)",35.8939288,128.6183815,,,,,,,,,,,,,,,,
국일예능스쿨학원,대구광역시 서구 북비산로61길 18-1 (비산동),35.8811537,128.5672314,,,,,,,,,,,,,,,,
덕화음악학원,"대구광역시 서구 통학로 46 , 황제맨션 상가 202호 (내당동, 황제맨션)",35.8646304,128.5647538,,,,,,,,,,,,,,,,
명문음악학원,대구광역시 서구 문화로 171 3층 (평리동),35.8750619,128.5512964,,,,,,,,,,,,,,,,
배움회계캐드컴퓨터학원,"대구광역시 북구 동북로 275 , 2층,3층 (복현동)",35.8935698,128.6205277,,,,,,,,,,,,,,,,
이주영음악학원,"대구광역시 북구 중앙대로118길 20 , 2층 (침산동)",35.8842478,128.5980934,,,,,,,,,,,,,,,,
정은음악학원,"대구광역시 북구 칠성로19길 5 , 1층 (칠성동2가)",35.8791932,128.5995494,,,,,,,,,,,,,,,,
7호광장프라임입시학원,"대구광역시 서구 달구벌대로 1717 , 3,4층 (내당동,KTF)",35.8654863,128.5662273,,,,,,,,,,,,,,,,
비테속셈학원,대구광역시 북구 매천로동17길 43  2층 (매천동),35.9083013,128.5410406,,,,,,,,,,,,,,,,
침산음악학원,"대구광역시 북구 성북로5길 10 , 3층 (침산동)",35.8903211,128.5843146,,,,,,,,,,,,,,,,
칠곡지앤비영어전문학원,"대구광역시 북구 구암로16길 7 현대아파트 상가 302,303호 (태전동)",35.931416,128.5496438,,,,,,,,,,,,,,,,
라라음악학원,"대구광역시 북구 학정로 143-4 , 3층  (태전동)",35.9264417,128.5432996,,,,,,,,,,,,,,,,
뉴대경독서실,"대구광역시 북구 동북로 299 , 3층,4층 (복현동)",35.8925189,128.6227968,,,,,,,,,,,,,,,,
새대원속셈학원,"대구광역시 북구 태전로7길 10-17 , 두성상가 302, 202호 (태전동, 1차 두성타운 아파트)",35.9235397,128.5426987,,,,,,,,,,,,,,,,
대원피아노학원,"대구광역시 북구 태전로7길 10-17 , 302동 202호 (태전동, 1차 두성타운 아파트)",35.9235397,128.5426987,,,,,,,,,,,,,,,,
해법영수학원,"대구광역시 북구 팔거천동로 52 , 501-301 (구암동,칠곡미래타운)",35.9287059,128.5540864,,,,,,,,,,,,,,,,
"이아이이(EIE)칠곡1,2국제어학원","대구광역시 북구 팔거천동로 80 , 4층 (구암동)",35.9314199,128.5550641,,,,,,,,,,,,,,,,
두리음악학원,대구광역시 북구 매천로 220 태전우방상가 114-201 (태전동),35.9167627,128.5428934,,,,,,,,,,,,,,,,
해인회계캐드컴퓨터학원,대구광역시 북구 구암로 139-1 2층 (동천동),35.9386142,128.5598081,,,,,,,,,,,,,,,,
이주원음악학원,대구광역시 북구 팔거천서로 181 럭키아파트 상가 201 (읍내동),35.9402601,128.5555026,,,,,,,,,,,,,,,,
비트컴퓨터학원,대구광역시 북구 학정로 415 504호 (동천동),35.9418373,128.562993,,,,,,,,,,,,,,,,
늘푸른속셈학원,"대구광역시 북구 중앙대로118길 43 , 2,3층 (침산동)",35.8834544,128.5990388,,,,,,,,,,,,,,,,
미래미술학원,대구광역시 북구 태암남로11길 29 (구암동),35.9276061,128.5539847,,,,,,,,,,,,,,,,
다다미술학원,대구광역시 북구 칠곡중앙대로99길 53,35.9413367,128.5443181,,,,,,,,,,,,,,,,
한울미술학원,대구광역시 북구 팔거천서로35길 3,35.9395435,128.5562215,,,,,,,,,,,,,,,,
이지희음악학원,"대구광역시 서구 고성로15길 18 , 2층 (원대동3가)",35.8848222,128.576096,,,,,,,,,,,,,,,,
모짜르트음악학원,"대구광역시 북구 노원로10길 29 , 2층 (노원동3가)",35.8905979,128.5644942,,,,,,,,,,,,,,,,
침산예일음악학원,"대구광역시 북구 침산로21길 10 , 상가 201호 (침산동, 대한동아침산2차무지개아파트)",35.8864616,128.5896398,,,,,,,,,,,,,,,,
쇼팽의빨간피아노음악학원,대구광역시 북구 구암로21길 26 보성상가 202호 (읍내동),35.9345594,128.5532519,,,,,,,,,,,,,,,,
비엔나음악학원,"대구광역시 북구 동북로 163 , 상가 202동, 304, 305호 (산격동, 산격대우아파트)",35.9007936,128.6111096,,,,,,,,,,,,,,,,
산격하늘그리기미술학원,대구광역시 북구 동북로31길 30 대우아파트 상가동 201동 306호 (산격동),35.9004363,128.6111596,,,,,,,,,,,,,,,,
서계명음악학원,"대구광역시 서구 당산로47길 115 , 2층 (중리동,성화정보통신)",35.8566327,128.5407835,,,,,,,,,,,,,,,,
초록별미술학원,대구광역시 서구 국채보상로 305 2층 (평리동),35.8722401,128.5644614,,,,,,,,,,,,,,,,
웨스트힐&콤마수학학원,"대구광역시 북구 호암로 30 , 2층 (칠성동2가)",35.8823342,128.5939313,,,,,,,,,,,,,,,,
지니미술학원,대구광역시 북구 팔거천동로 52 미래타운상가 302호 (구암동),35.9289195,128.5547242,,,,,,,,,,,,,,,,
태오름스쿨학원,"대구광역시 서구 국채보상로 338 4,5층 (비산동)",35.8719079,128.5680094,,,,,,,,,,,,,,,,
더클래스어학원,"대구광역시 북구 동북로 260 3,4층 (복현동)",35.8941081,128.6189102,,,,,,,,,,,,,,,,
e파워입시학원,"대구광역시 서구 국채보상로60길 5 , 502동 201/202/302 (평리동)",35.8712891,128.5640948,,,,,,,,,,,,,,,,
뷰티인미용학원,"대구광역시 서구 달구벌대로 1727  2,3층 (내당동)",35.8569737,128.5541583,,,,,,,,,,,,,,,,
캐슬외국어학원,"대구광역시 북구 칠곡중앙대로 307-17 , 1,2,3층 (태전동)",35.923174,128.5458015,,,,,,,,,,,,,,,,
알파수학학원,대구광역시 북구 구암로 148  3층 (구암동),35.9315112,128.5567714,,,,,,,,,,,,,,,,
뉴알파입시학원,대구광역시 서구 통학로 46 3층 (내당동),35.8645672,128.5648378,,,,,,,,,,,,,,,,
글셈학원,"대구광역시 북구 연암로25길 34 2,3층 (산격동)",35.8976522,128.5940889,,,,,,,,,,,,,,,,
교원입시학원,"대구광역시 서구 국채보상로88길 2 , 3층 (비산동)",35.8705947,128.5783893,,,,,,,,,,,,,,,,
드림독서실,대구광역시 서구 문화로 233 4층 (평리동),35.8758203,128.5582497,,,,,,,,,,,,,,,,
명문엠(M)학원,대구광역시 서구 문화로 171 (평리동),35.8750619,128.5512964,,,,,,,,,,,,,,,,
교연학원,"대구광역시 서구 달구벌대로 1713 , 3층 (내당동,솥단지삼겹살)",35.8653602,128.5665863,,,,,,,,,,,,,,,,
두드림영수학원,대구광역시 서구 평리로 245 5층 (중리동),35.8628053,128.550215,,,,,,,,,,,,,,,,
리더스외국어학원,"대구광역시 북구 복현로 105 , 상가동 303호 (복현동,태왕아너스복현)",35.8994329,128.6201088,,,,,,,,,,,,,,,,
고구려학원,"대구광역시 북구 칠곡중앙대로 532 , 2층 (읍내동)",35.9429346,128.5510469,,,,,,,,,,,,,,,,
계명미술학원,"대구광역시 서구 당산로47길 64 , 2층 (중리동,책&대여점)",35.8571141,128.543558,,,,,,,,,,,,,,,,
창조미술음악학원,"대구광역시 북구 침산로 158 , 102동 2103호,2305호 (침산동,건영하이츠)",35.8904612,128.5912228,,,,,,,,,,,,,,,,
이아이이(EiE)동서변어학원,"대구광역시 북구 호국로 221 , 4층 (서변동)",35.9423218,128.6002774,,,,,,,,,,,,,,,,
재영탑입시학원,대구광역시 서구 문화로 337 3층 (비산동),35.8761271,128.5696984,,,,,,,,,,,,,,,,
노불외국어학원,대구광역시 북구 침산남로 180-6 2층 (침산동),35.8868065,128.5948464,,,,,,,,,,,,,,,,
고려e스쿨명문학원,"대구광역시 북구 칠곡중앙대로 495 , 3,4층 (관음동)",35.9442317,128.5472251,,,,,,,,,,,,,,,,
엔에스(NS)학원,대구광역시 북구 동천로24길 7 2층 (동천동),35.942001,128.5615289,,,,,,,,,,,,,,,,
음사랑음악학원,대구광역시 북구 구암로21길 38 한양공작아파트 상가 201호 (읍내동),35.9354829,128.553864,,,,,,,,,,,,,,,,
수피아음악학원,"대구광역시 북구 대천로17길 25 , 1층 (동천동)",35.9393191,128.558728,,,,,,,,,,,,,,,,
평리지앤비학원,"대구광역시 서구 국채보상로 167 , 4층 (평리동,지게꾼숯불촌)",35.8697249,128.5493902,,,,,,,,,,,,,,,,
골든벨독서실,대구광역시 북구 칠곡중앙대로 469 5층 (관음동),35.9496126,128.5431012,,,,,,,,,,,,,,,,
안나음악학원,대구광역시 북구 구암로65길 10 3층 (구암동),35.9409779,128.5688213,,,,,,,,,,,,,,,,
예일쥬니어입시학원,"대구광역시 서구 국채보상로88길 1 , 6층 (내당동,로얄목욕탕)",35.8704651,128.5785456,,,,,,,,,,,,,,,,
한일음악학원,대구광역시 서구 문화로37길 5 2층 (평리동),35.8757168,128.5521725,,,,,,,,,,,,,,,,
꾸러기외국어학원,"대구광역시 북구 구암로 147 , 501호 (동천동)",35.9386142,128.5598081,,,,,,,,,,,,,,,,
FUN(펀)음악학원,"대구광역시 북구 서변로 88 116동 201호(서변동, 동서리치모아아파트)",35.9236518,128.5975824,,,,,,,,,,,,,,,,
삼천지교입시학원,대구광역시 북구 복현로 102  2층 (복현동),35.899957,128.6209486,,,,,,,,,,,,,,,,
외대어학원,대구광역시 북구 침산로 152 4층 (침산동),35.8897949,128.591085,,,,,,,,,,,,,,,,
루체테침산어학원,대구광역시 북구 침산로 148 1층 (침산동),35.8895644,128.5914145,,,,,,,,,,,,,,,,
아트랜드미술학원,"대구광역시 서구 북비산로74길 2 2,3층 (비산동)",35.8789174,128.5735093,,,,,,,,,,,,,,,,
관음GnB영어전문학원,"대구광역시 북구 칠곡중앙대로 475 , 5층 (관음동)",35.9496126,128.5431012,,,,,,,,,,,,,,,,
수과연입시학원,"대구광역시 북구 침산로 144 , 6층 (침산동)",35.8892511,128.5915207,,,,,,,,,,,,,,,,
칠곡사관학원,"대구광역시 북구 학정로 440 , 5층 (구암동)",35.9407602,128.5770469,,,,,,,,,,,,,,,,
와이캠프입시학원,대구광역시 서구 북비산로 235 5층 (평리동),35.8794357,128.5589806,,,,,,,,,,,,,,,,
옥스퍼드학원,"대구광역시 북구 구암로65길 10 , 4층 (구암동)",35.9409779,128.5688213,,,,,,,,,,,,,,,,
하버드독서실,"대구광역시 북구 중앙대로105길 25 오페라명작 B동 201,301호 (칠성동2가)",35.8804269,128.5930433,,,,,,,,,,,,,,,,
남산학원,대구광역시 북구 동천로24길 3 4층 (동천동),35.9420831,128.5609243,,,,,,,,,,,,,,,,
전원미술학원,"대구광역시 북구 팔거천동로 104 , 상가 205동 301호 (동천동,칠곡2차 보성 서한 타운)",35.9332054,128.5570304,,,,,,,,,,,,,,,,
엔아이비외국어학원,"대구광역시 북구 동천로23길 8 5층,6층 (동천동)",35.9422012,128.5597536,,,,,,,,,,,,,,,,
스카이독서실,"대구광역시 북구 호국로 251 4,5층 (서변동)",35.9401564,128.6105597,,,,,,,,,,,,,,,,
깜냥학원,"대구광역시 북구 호암로 20 , 126동 2층 202호  (칠성동2가,성광우방타운)",35.8819622,128.5922508,,,,,,,,,,,,,,,,
한우리독서논술학원,대구광역시 북구 칠곡중앙대로 469 4층 (관음동),35.9498503,128.543349,,,,,,,,,,,,,,,,
지존(知-Zone)학원,"대구광역시 서구 북비산로 260 , 3층일부 (평리동,디딤돌입시학원)",35.8788759,128.5616977,,,,,,,,,,,,,,,,
예솔피아노음악학원,"대구광역시 북구 매천로2길 19 , 126동 205,206호 (팔달동,두산위브2001)",35.8984593,128.5432827,,,,,,,,,,,,,,,,
와이즈만영재학원,대구광역시 북구 침산남로 140 엠비프라자 10층 (침산동),35.8880831,128.5909581,,,,,,,,,,,,,,,,
하늘소리음악학원,대구광역시 북구 동천로 155 칠곡네스빌 201동 202호 (동천동),35.9451763,128.5598632,,,,,,,,,,,,,,,,
예닮피아노음악학원,대구광역시 서구 서대구로5길 73 3층 (내당동),35.8590137,128.5487915,,,,,,,,,,,,,,,,
김영랑발레학원,"대구광역시 북구 동암로 104 , 5층 (동천동)",35.9451958,128.5604642,,,,,,,,,,,,,,,,
검단국제입시학원,대구광역시 북구 검단로41길 11  2층 (검단동),35.9133146,128.6269839,,,,,,,,,,,,,,,,
씨앤케이(C&K)영어수학학원,"대구광역시 북구 호국로43길 8-14 , 5층 (서변동)",35.921908,128.5986738,,,,,,,,,,,,,,,,
뉴베스트학원,대구광역시 서구 평리로 418 3층 (내당동),35.8666135,128.5685917,,,,,,,,,,,,,,,,
시습당입시학원,대구광역시 북구 대천로18길 2 5층 (동천동),35.9367969,128.5582193,,,,,,,,,,,,,,,,
칠곡에스디엘(SDL)학원,대구광역시 북구 동천로24길 5 5층 (동천동),35.9367969,128.5582193,,,,,,,,,,,,,,,,
탑클래스학원,대구광역시 북구 동변로 89 4층 (동변동),35.9420728,128.5611969,,,,,,,,,,,,,,,,
서변아이윌영수전문학원,대구광역시 북구 호국로43길 7-13 3층 (서변동),35.9210095,128.6033264,,,,,,,,,,,,,,,,
엘리트영재어학원,대구광역시 북구 침산로 144 7층 (침산동),35.9204075,128.5986459,,,,,,,,,,,,,,,,
청출람독서실,대구광역시 서구 달서로25길 21 3층 (비산동),35.8892511,128.5915207,,,,,,,,,,,,,,,,
케이원수학과학학원,대구광역시 북구 침산남로 180-4 3층 (침산동),35.8740094,128.5688372,,,,,,,,,,,,,,,,
삐에로배종수수학학원,"대구광역시 북구 동천로24길 7 , 3층 (동천동)",35.942001,128.5615289,,,,,,,,,,,,,,,,
신피아노음악학원,대구광역시 북구 복현로2길 2 1층 (복현동),35.8870505,128.5949025,,,,,,,,,,,,,,,,
종로학원하늘교육동천학원,대구광역시 북구 학정로 421  7층 (동천동),35.942001,128.5615289,,,,,,,,,,,,,,,,
쎈수학러닝센터태전학원,"대구광역시 북구 태전로 51 , 상가동 2층 (태전동,제림은마아파트)",35.8928561,128.6229501,,,,,,,,,,,,,,,,
A+입시학원,"대구광역시 북구 구암로 17 , 상가 202, 210, 309호 (관음동,칠곡2차(수정)한양아파트)",35.9423749,128.563091,,,,,,,,,,,,,,,,
뮤엠영어동천어학원,"대구광역시 북구 대천로18길 1 , 3층 (동천동)",35.9246109,128.5433569,,,,,,,,,,,,,,,,
백박사학원,"대구광역시 북구 복현로 130 , 상가동 310호 (복현동, 복현3차서한이다음)",35.935955,128.542976,,,,,,,,,,,,,,,,
이덕윤영수입시학원,"대구광역시 서구 달구벌대로 1733 , 5층 (내당동)",35.9391234,128.5503699,,,,,,,,,,,,,,,,
쿠노실용음악학원,"대구광역시 북구 동천로 127 , 4층 (동천동)",35.898429,128.6216579,,,,,,,,,,,,,,,,
샤인수학학원,"대구광역시 북구 대천로 91 , 진보빌딩 4층 (동천동)",35.8655958,128.5665171,,,,,,,,,,,,,,,,
메드매쓰수학학원,"대구광역시 북구 학정로 435 , 유성빌딩B 4층 (동천동)",35.9430962,128.5605358,,,,,,,,,,,,,,,,
지원수학학원,"대구광역시 북구 동변로 83 , 3층,4층 (동변동)",35.9371625,128.559257,,,,,,,,,,,,,,,,
더함미술음악학원,"대구광역시 북구 내곡로 32 , 201호 202호 (사수동)",35.9435465,128.5632966,,,,,,,,,,,,,,,,
상상팩토리미술학원,"대구광역시 서구 국채보상로50길 20 , 223동201, 2층 (평리동)",35.9208759,128.6033686,,,,,,,,,,,,,,,,
그림사랑미술학원,"대구광역시 서구 통학로 39 , 상가동 302호 (내당동, 보성2차홍실타운)",35.8991593,128.5143765,,,,,,,,,,,,,,,,
이데아네트웍스학원,"대구광역시 북구 구암로 110 , 4층 34호 일부 (태전동)",35.8667567,128.5590166,,,,,,,,,,,,,,,,
손샘영플립원격학원,"대구광역시 북구 침산남로 94 , 4층(403호,다빈치타워) (침산동)",35.8640471,128.563254,,,,,,,,,,,,,,,,
로앤코로봇학원,"대구광역시 북구 침산남로 155 , 3층 (침산동)",35.9316105,128.5528324,,,,,,,,,,,,,,,,
코딩앤플레이경북대센터학원,"대구광역시 북구 대현로 100 , 3층 (대현동)",35.8890246,128.5860651,,,,,,,,,,,,,,,,
제이댄스스포츠학원,"대구광역시 북구 칠곡중앙대로 522 , 2층 (읍내동)",35.8881711,128.592833,,,,,,,,,,,,,,,,
벨라루시애견미용학원,"대구광역시 북구 산격로 48 , 4층 (산격동)",35.8822159,128.6098013,,,,,,,,,,,,,,,,
아우라미용학원,"대구광역시 북구 학정로 415 , 901호,1001호 (동천동, 메가타운)",35.9420852,128.5509413,,,,,,,,,,,,,,,,
세종스피치커뮤니케이션학원,"대구광역시 서구 달구벌대로 1745 , 2층 (내당동)",35.8948463,128.6054784,,,,,,,,,,,,,,,,
대한컴퓨터학원,"대구광역시 북구 칠곡중앙대로 586 , 2층 (읍내동)",35.9439295,128.5633171,,,,,,,,,,,,,,,,
필테크댄스스포츠학원,"대구광역시 북구 학정로 439 , 5층 (동천동)",35.8627142,128.5617265,,,,,,,,,,,,,,,,
더스토리스피치학원,"대구광역시 서구 당산로 232 , 2층 (내당동)",35.9476605,128.5519488,,,,,,,,,,,,,,,,
히트댄스스포츠학원,"대구광역시 북구 칠곡중앙대로 533 , 2층 (읍내동)",35.9429544,128.5631685,,,,,,,,,,,,,,,,
상록컴퓨터학원,대구광역시 서구 평리로 254 삼능빌딩 B동 2층 (내당동),35.8571739,128.5474557,,,,,,,,,,,,,,,,
대구컴퓨터캐드회계학원,대구광역시 북구 학남로17길 2 5층 (국우동),35.9434361,128.5503932,,,,,,,,,,,,,,,,
셈틀회계캐드그래픽컴퓨터학원,대구광역시 북구 학정로 435 3층 (동천동),35.862583,128.5515255,,,,,,,,,,,,,,,,
대한쿠킹미용학원,대구광역시 서구 국채보상로 290 2층 (평리동),35.944734,128.5698923,,,,,,,,,,,,,,,,
뉴한국컴퓨터학원,대구광역시 북구 동북로31길 21-1 2층 (산격동),35.9435465,128.5632966,,,,,,,,,,,,,,,,
윤성회계캐드컴퓨터학원,"대구광역시 북구 동북로 211 , 2층 (복현동)",35.871431,128.5626606,,,,,,,,,,,,,,,,
로보티즈키즈렙로봇학원,"대구광역시 북구 동천로24길 5 , 3층 (동천동)",35.9011561,128.6090869,,,,,,,,,,,,,,,,
명성컴퓨터학원,"대구광역시 북구 칠곡중앙대로52길 3 , 2층,3층 (태전동)",35.8973838,128.6156933,,,,,,,,,,,,,,,,
김영호댄스스포츠스쿨학원,"대구광역시 서구 달구벌대로 1791 , 5층 (내당동)",35.9420728,128.5611969,,,,,,,,,,,,,,,,
킹콩지엑스댄스아카데미학원,"대구광역시 서구 국채보상로 256 , 4층 (평리동, 서대구농협 평리지점)",35.9188496,128.5477485,,,,,,,,,,,,,,,,
제우스댄스스포츠학원,"대구광역시 서구 서대구로 168 , 3층 (평리동, 차명헤어삽)",35.8655958,128.5665171,,,,,,,,,,,,,,,,
애니콘만화학원,"대구광역시 북구 학정로 436 , 5층 (구암동)",35.8708788,128.5591131,,,,,,,,,,,,,,,,
서구캐드컴퓨터기술학원,"대구광역시 서구 국채보상로 316 , 2층 (평리동, 평리롯데캐슬)",35.8728109,128.5553151,,,,,,,,,,,,,,,,
로보로보로봇코딩학원,"대구광역시 북구 침산로 202 , 2층 (침산동)",35.8940393,128.5899602,,,,,,,,,,,,,,,,
예몽미용학원,"대구광역시 북구 학정로 435 , 4층 (동천동)",35.9386142,128.5598081,,,,,,,,,,,,,,,,
제일독서실,"대구광역시 서구 국채보상로 151 , 4층 (평리동)",35.8694504,128.5477373,,,,,,,,,,,,,,,,
깜지독서실,"대구광역시 북구 호국로39길 6-18 , 4,5층 (서변동)",35.9192131,128.5986778,,,,,,,,,,,,,,,,
성보독서실,"대구광역시 북구 동암로 102 , 5층 (동천동)",35.9440102,128.5620563,,,,,,,,,,,,,,,,
온더데스크북구점독서실,"대구광역시 북구 동천로 135-5 , 3층 302호 (동천동)",35.9434908,128.560369,,,,,,,,,,,,,,,,
스놉스터디동천센터독서실,"대구광역시 북구 대천로 85 , 4층 (동천동)",35.9372448,128.5586348,,,,,,,,,,,,,,,,
이룸아이콘스토리독서실,"대구광역시 북구 구암로65길 2 , 2층 (구암동)",35.9405227,128.569401,,,,,,,,,,,,,,,,
칠곡스터디엔카페독서실,"대구광역시 북구 팔거천동로 210 , 6층 (동천동)",35.9426903,128.5584824,,,,,,,,,,,,,,,,
스투디엔(STUDIEN)독서실,"대구광역시 북구 대현로 85 , 2층 (대현동)",35.8830072,128.6085691,,,,,,,,,,,,,,,,
올패스독서실,"대구광역시 북구 침산로 146 , 2층 (침산동)",35.8894216,128.5914932,,,,,,,,,,,,,,,,
청라아이콘스토리독서실,"대구광역시 서구 국채보상로 338 , 3층 (비산동)",35.8719079,128.5680094,,,,,,,,,,,,,,,,
대구복현멘토즈독서실,"대구광역시 북구 동북로 223 , 5층 (복현동)",35.8969071,128.6163776,,,,,,,,,,,,,,,,
대경독서실,"대구광역시 서구 서대구로 76 , 3,4층 (평리동)",35.8647502,128.5563296,,,,,,,,,,,,,,,,
연제독서실,"대구광역시 북구 침산로 164 , 4층 (침산동)",35.890851,128.5905889,,,,,,,,,,,,,,,,
동천참조은독서실,"대구광역시 북구 동천로23길 10 , 6층 (동천동)",35.9422557,128.5594691,,,,,,,,,,,,,,,,
더써드플레이스독서실,"대구광역시 북구 칠곡중앙대로 302 , 5층 (태전동)",35.9225816,128.5472324,,,,,,,,,,,,,,,,
웨이크독서실,"대구광역시 북구 동천로23길 14 , 5층 및 6층 일부 (동천동)",35.9323905,128.5556893,,,,,,,,,,,,,,,,
