사업장명,소재지전체주소,Latitude,Longitude,가점척도
탤런트 노래연습장,대구광역시 달성군 논공읍 남리 224-101번지,35.7278311,128.4387991,3
대박,대구광역시 달성군 다사읍 서재리 171-1번지,35.8751897,128.4974528,3
오아시스 노래연습장,대구광역시 달성군 현풍면 부리 451-1번지 외 3필지,35.6973838,128.4436743,3
킹노래연습장,대구광역시 달성군 화원읍 천내리 45-8번지 지하1층,35.8050396,128.5015482,3
미래,대구광역시 달성군 현풍면 하리 126번지,35.6944122,128.4453539,3
꿈을담는항아리,대구광역시 달성군 하빈면 하산리 1050-1번지,35.8811509,128.3975573,3
늘가든 노래연습장,대구광역시 달성군 구지면 평촌리 2-5번지,35.643388,128.4579382,3
키스노래연습장,대구광역시 달성군 논공읍 남리 224-102번지 지하,35.7275842,128.4388055,3
까치,대구광역시 달성군 구지면 대암리 194-3번지,35.6317436,128.4044977,3
제우스노래연습장,대구광역시 달성군 논공읍 북리 803-180번지,35.729051,128.4448535,3
코리아노래연습장,대구광역시 달성군 화원읍 천내리 319번지,35.8051611,128.4937672,3
대청,대구광역시 달성군 화원읍 천내리 26-5번지,35.8045605,128.4986496,3
별천지,대구광역시 달성군 논공읍 북리 803-236번지,35.7310311,128.4477962,3
나이스 노래연습장,대구광역시 달성군 논공읍 남리 571-2번지,35.726685,128.4482284,3
카네기 노래연습장,대구광역시 달성군 논공읍 북리 833-69번지,35.7277043,128.4502061,3
서재,대구광역시 달성군 다사읍 서재리 423-8번지,35.8711036,128.4971039,3
경동 노래연습장,대구광역시 달성군 옥포면 본리리 2409-1번지,35.7891046,128.4625239,3
영상,대구광역시 달성군 논공읍 금포리 1525-4번지,35.7749754,128.423069,3
21세기,대구광역시 달성군 화원읍 천내리 40-8번지,35.804111,128.4994412,3
진선미,대구광역시 달성군 화원읍 천내리 36-5번지,35.8053846,128.5003166,3
골든타임 노래연습장,대구광역시 달성군 논공읍 북리 803-91번지,35.729894,128.4445233,3
별밤노래연습장,대구광역시 달성군 현풍면 부리 271-3번지,35.6981216,128.4427955,3
천내노래연습장,대구광역시 달성군 화원읍 천내리 128-8번지,35.8061735,128.4998237,3
오케이(OK)노래연습장,대구광역시 달성군 현풍읍 부리 455-3번지,35.6974719,128.4430162,3
혜정노래연습장,대구광역시 달성군 논공읍 북리 803-269번지,35.7287776,128.4419879,3
목터져라,대구광역시 달성군 논공읍 북리 803-82번지,35.7297509,128.4439775,3
우정노래연습장,대구광역시 달성군 논공읍 남리 1142-16번지,35.7280727,128.4407836,3
늘봄,대구광역시 달성군 논공읍 금포리 933번지,35.7797207,128.4307617,3
장녹수 노래연습장,대구광역시 달성군 옥포면 본리리 2320번지,35.787592,128.4592739,3
블루 노래연습장,대구광역시 달성군 현풍면 중리 344-3번지,35.6917484,128.4473644,3
심청이노래연습장,대구광역시 달성군 화원읍 천내리 107번지 지하1층,35.806144,128.4943176,3
찬스노래연습장,대구광역시 달성군 화원읍 천내리 415-4번지,35.8031153,128.4980807,3
둥지노래연습장,대구광역시 달성군 화원읍 천내리 100-2번지,35.805828,128.4937768,3
오페라 노래연습장,대구광역시 달성군 다사읍 서재리 129-1번지,35.8707801,128.4968826,3
혜성,대구광역시 달성군 가창면 용계리 53-1번지,35.8030156,128.6220333,3
뉴월드노래연습장,대구광역시 달성군 다사읍 매곡리 699-2번지,35.8631059,128.4588986,3
폭스노래연습장,대구광역시 달성군 다사읍 서재리 137-2번지,35.875739,128.4978006,3
사이곤 하이,대구광역시 달성군 논공읍 북리 824-3번지,35.7283707,128.4455207,3
원투 노래연습장,대구광역시 달성군 논공읍 북리 824-86번지,35.7286615,128.4475419,3
락노래연습장,대구광역시 달성군 다사읍 매곡리 1547-12번지,35.8589829,128.4653254,3
올레 노래연습장,대구광역시 달성군 다사읍 매곡리 1547-3번지 2층,35.8596345,128.4648631,3
더블유(W) 노래연습장,대구광역시 달성군 다사읍 죽곡리 산 55-6번지,35.8584388,128.4619741,3
필노래연습장,대구광역시 달성군 구지면 응암리 1186-1번지 (1층),35.6548726,128.4150375,3
고래고래 노래연습장,대구광역시 달성군 구지면 창리 427-4번지,35.6581683,128.4128402,3
딩동댕,대구광역시 달성군 논공읍 남리 570-3번지,35.7263863,128.4468781,3
오데오,대구광역시 달성군 논공읍 남리 571-10번지,35.7262426,128.4484359,3
아카디아,대구광역시 달성군 논공읍 북리 803-87번지,35.730122,128.4445577,3
부루스 노래연습장,대구광역시 달성군 논공읍 북리 803-301번지,35.7287455,128.4436016,3
향금,대구광역시 달성군 논공읍 남리 224-51번지,35.728048,128.4381692,3
초롱노래연습장,대구광역시 달성군 화원읍 천내리 53-9번지 (지하1층),35.8056744,128.5038669,3
짱노래연습장,대구광역시 달성군 유가읍 봉리 618번지,35.6931234,128.4660707,3
텐텐동전노래연습장,대구광역시 달성군 유가읍 봉리 608번지,35.6931234,128.4660707,3
코리아,대구광역시 달성군 논공읍 북리 824-5번지,35.7285773,128.4457076,3
가고파,대구광역시 달성군 구지면 창리 199-2번지,35.6584956,128.4146653,3
웃찾사 노래연습장,대구광역시 달성군 논공읍 북리 803-191번지,35.7293072,128.4457603,3
세븐스타코인노래연습장 대실역점,대구광역시 달성군 다사읍 매곡리 1546-8번지 진광타워,35.8588793,128.4642913,3
가야노래연습장,대구광역시 달성군 화원읍 본리리 73-2번지,35.8036023,128.5096139,3
아리랑노래연습장,대구광역시 달성군 다사읍 죽곡리 산 55-4번지,35.8584357,128.4618456,3
성주노래연습장,대구광역시 달성군 다사읍 죽곡리 24번지,35.8604154,128.4619711,3
신나라 노래연습장,대구광역시 달성군 구지면 평촌리 3-3번지 외 1필지(848-12),35.6437827,128.4577163,3
텐노래연습장,대구광역시 달성군 화원읍 구라리 1737-3번지 외 2필지,35.8100919,128.5130004,3
탬버린 노래연습장,대구광역시 달성군 논공읍 북리 803-126번지,35.7293798,128.4436903,3
비타민 노래연습장,대구광역시 달성군 화원읍 구라리 1735-13번지 (지하1층),35.8090709,128.5112464,3
엠 노래연습장,대구광역시 달성군 다사읍 매곡리 1547-10번지 MS-PLAZA 202호,35.858633,128.4658139,3
멋진 노래연습장,대구광역시 달성군 다사읍 죽곡리 117-3번지,35.8585264,128.4637882,3
꿀 노래연습장,대구광역시 달성군 화원읍 천내리 46-6번지,35.8052903,128.5025965,3
와바 노래연습장,대구광역시 달성군 다사읍 매곡리 1547-14번지 (3층),35.8592763,128.4649485,3
질러노래연습장,대구광역시 달성군 논공읍 북리 824-52번지,35.7291163,128.4471609,3
스카이 노래연습장,대구광역시 달성군 구지면 응암리 1189번지,35.6559832,128.4142392,3
에스디 노래연습장,대구광역시 달성군 다사읍 문양리 417번지,35.863631,128.4374968,3
별밤노래연습장,대구광역시 달성군 옥포읍 본리리 2619번지,35.7955049,128.4588678,3
백야노래연습장,대구광역시 달성군 화원읍 본리리 66-7번지,35.8035097,128.5093445,3
풀 노래연습장,대구광역시 달성군 다사읍 서재리 88번지,35.8760532,128.4970096,3
코리아,대구광역시 달성군 현풍읍 중리 176-2번지,35.6963182,128.4483534,3
텐프로 노래연습장,대구광역시 달성군 논공읍 북리 824-4번지,35.7284445,128.4457953,3
올레 노래연습장,대구광역시 달성군 화원읍 구라리 1735-16번지,35.8090755,128.5110298,3
모아 노래연습장,대구광역시 달성군 화원읍 천내리 53-12번지,35.8055545,128.5034313,3
강림노래연습장,대구광역시 달성군 옥포면 강림리 565-6번지,35.7797009,128.4312383,3
다모아,대구광역시 달성군 논공읍 북리 803-90번지,35.7299485,128.4446795,3
짱노래연습장,대구광역시 달성군 현풍읍 하리 100-1번지,35.6942344,128.4441806,3
세이노래연습장,대구광역시 달성군 화원읍 천내리 46-10번지,35.8051856,128.5019872,3
도화노래연습장,대구광역시 달성군 화원읍 구라리 1734-17번지,35.8087869,128.5102335,3
애플노래연습장,대구광역시 달성군 다사읍 죽곡리 119-4번지 (지하1층),35.8589089,128.4634715,3
백악관,대구광역시 달성군 논공읍 남리 224-77번지,35.7278821,128.4391753,3
시피 스마일토이,대구광역시 중구 삼덕동1가 59-1번지 지상1층,35.8669431,128.5994317,3
아이존팝 대구동성로점,대구광역시 중구 삼덕동1가 17-16번지 지하1층,35.8673587,128.5972379,3
(주)대구짱오락실,대구광역시 중구 동성로2가 82-5번지 지상 1~3층,35.8700536,128.5954298,3
히트게임존,대구광역시 중구 삼덕동1가 5-2번지 지상3층,35.867785,128.5961986,3
메트로게임랜드,대구광역시 중구 덕산동 88번지 메트로센터 s-205,35.8655197,128.59339,3
짱구게임장,대구광역시 중구 동성로2가 70-1번지 지상1층,35.8694916,128.5968896,3
못된강아지,대구광역시 중구 동성로3가 68-1번지 지상 1층,35.8668468,128.5941391,3
로얄게임장,"대구광역시 중구 화전동 2-29번지 지상1,2층 ",35.8735075,128.5948787,3
와우인형뽁기,대구광역시 중구 대봉동 138-1번지 지상1층,35.862647,128.603825,3
몬스터 게임존,대구광역시 중구 동성로2가 150-3번지 지상1층,35.8689055,128.5953958,3
푸쉬푸쉬 뽑아방,대구광역시 중구 대봉동 94-14번지 지상1층,35.8588946,128.6011736,3
10달러 뽑아방,대구광역시 중구 동성로2가 39-10번지 지상1층,35.871453,128.5958622,3
(주)바리오엔터테인먼트,대구광역시 중구 공평동 55-54번지,35.8685735,128.5972614,3
에덴청소년게임장,대구광역시 중구 달성동 226-5번지,35.8746986,128.5818876,3
뽑스타,대구광역시 중구 동성로3가 91-3번지 지상1층,35.8672222,128.5944444,3
토이랜드,대구광역시 중구 동성로2가 88-22번지 지상7층,35.8704973,128.5953778,3
조이월드,대구광역시 중구 삼덕동1가 26-9번지 지상1층,35.8671848,128.5983051,3
토이팝,대구광역시 중구 삼덕동1가 14-1번지 지상1층,35.8663837,128.5986137,3
오엔디 스타디움,대구광역시 중구 삼덕동2가 45번지 분홍빛으로병원 지상1층,35.8672161,128.6034145,3
(주)바리오엔터테인먼트,대구광역시 중구 공평동 55-54번지,35.8685735,128.5972614,3
뽑신 중앙로점,"대구광역시 중구 사일동 15-1번지 지상5층 522,523,524호 ",35.871335,128.5947617,3
놀이존,대구광역시 중구 삼덕동1가 0033-0009번지 지상2층,35.8662402,128.5975949,3
아이존팝 동성로2호점,대구광역시 중구 동성로2가 127-2번지 지상3~5층,35.8683756,128.5946388,3
모찌게임장,대구광역시 중구 공평동 63번지 지상1층,35.8679795,128.5983609,3
놀자 사일점,"대구광역시 중구 사일동 15-1번지 동성로파티 536호, 537호, 538호 ",35.8713802,128.5943342,3
보물섬게임랜드,대구광역시 중구 남산동 2267-26번지 지상 2층,35.8573537,128.5811286,3
행운상자,대구광역시 중구 사일동 69번지 지상1층,35.869254,128.5947218,3
놀자 동성로점,"대구광역시 중구 동성로2가 41-1번지 ,40-6번지, 40-7번지(지상1층) ",35.8709805,128.5960813,3
뽑다방24시,대구광역시 중구 남일동 65-1번지 지상1층,35.8699789,128.5943108,3
뽑고뽑고,대구광역시 중구 삼덕동1가 58-3번지 지상1층,35.8667587,128.5989951,3
뱅게임랜드,대구광역시 중구 삼덕동2가 140-7번지 지상1~2층,35.8664978,128.6001647,3
샵아지트,대구광역시 중구 동성로2가 68-8번지 지상1층,35.8699175,128.5970699,3
오빠네 놀이터,대구광역시 중구 공평동 46-10번지 지상2층,35.868317,128.5961045,3
모두의 뽑기방,대구광역시 중구 수창동 95-13번지 지상1층,35.8743859,128.5872496,3
요요파크,대구광역시 중구 동성로3가 106-3번지 지상1층,35.8679228,128.5948935,3
토이아지트,대구광역시 동구 신서동 534-6번지,35.8671585,128.7250181,3
뽑기 짱,대구광역시 동구 효목동 356-1번지,35.8776047,128.6393019,3
뽑고뽑고게임장,대구광역시 동구 불로동 267-17번지,35.9128496,128.6404673,3
아양게임랜드,대구광역시 동구 입석동 972-4번지,35.8940971,128.6441577,3
온가족놀이터,대구광역시 동구 각산동 1080-1번지,35.885859,128.7172742,3
파티마 게임랜드,대구광역시 동구 신암동 219-1번지,35.8828996,128.6235732,3
뽑고뽑고 인형방,대구광역시 동구 지저동 764-4번지,35.8945632,128.6373669,3
뽑기 오빠,대구광역시 동구 신암동 1192-12번지,35.8790076,128.6109772,3
온가족놀이터인형뽑기,대구광역시 동구 사복동 841-1번지 102호,35.8701034,128.7543541,3
일렉트로게임(클래스어뮤즈먼트주식회사),대구광역시 동구 신천동 1506번지 신세계동대구복합환승센터,35.8779834,128.6297132,3
뽑기가즈아,대구광역시 동구 율하동 1155번지,35.866913,128.6923669,3
아양뽑기역,대구광역시 동구 지저동 932번지,35.899664,128.6415948,3
게임스포츠텍,대구광역시 동구 신서동 517-2번지,35.8710308,128.7288372,3
온가족이 즐기는 뽑기,대구광역시 동구 율하동 921번지,35.8700535,128.6991557,3
스타오락실,대구광역시 동구 신기동 265-4번지 2층,35.8697015,128.7048034,3
후키랜드,대구광역시 동구 봉무동 1545번지 1층,35.9215394,128.6373616,3
씽씽쏭쏭,대구광역시 동구 신기동 204-3번지,35.8701174,128.7024274,3
또뽑꼬,대구광역시 동구 율하동 1013-4번지,35.8677748,128.6960906,3
뽑기오빠,대구광역시 동구 신기동 204-3번지,35.8701174,128.7024274,3
뽀바용,대구광역시 동구 효목동 524-3번지,35.8732454,128.6377132,3
뽑기통,대구광역시 동구 신암동 287-18번지,35.8852503,128.6292701,3
뽑기특공대,대구광역시 동구 신서동 626-18번지,35.8698111,128.7241065,3
뽑아가즈아,대구광역시 동구 효목동 532-2번지 유림아파트,35.8737859,128.6397929,3
챔프오락실,대구광역시 동구 신천동 283-1번지,35.8748793,128.6207008,3
콩,대구광역시 동구 신천동 653-12번지,35.8698182,128.6163715,3
뽑아줘,대구광역시 동구 방촌동 1119-100번지 우방2차강촌마을 301동 105호,35.8755755,128.6704102,3
동대구 뽑기역,대구광역시 동구 신천동 330-6번지,35.8762055,128.6285973,3
룰루랄라 뽑기,대구광역시 동구 효목동 119-34번지,35.8846204,128.6410108,3
불로동 놀이터,대구광역시 동구 불로동 1149-3번지,35.9145096,128.6413493,3
큰고개게임랜드,대구광역시 동구 신암동 342-8번지,35.8847023,128.6321909,3
대백게임장,대구광역시 동구 율하동 159-6번지 (2층),35.8714869,128.7001937,3
온가족놀이터,대구광역시 동구 신서동 1188번지,35.8850207,128.7304608,3
뽑기오빠 오케이,대구광역시 동구 신암동 766번지 상가104호,35.8833585,128.6183948,3
토이랜드,대구광역시 동구 율하동 1421번지,35.8628441,128.6957142,3
조이게임장,대구광역시 동구 효목동 1087-6번지,35.8806396,128.6523339,3
히트다 히트,대구광역시 동구 봉무동 1542-2번지,35.9226848,128.6386434,3
비젼게임랜드,대구광역시 동구 신서동 1188번지,35.8850207,128.7304608,3
신천지게임랜드,대구광역시 동구 지저동 694-10번지,35.8963229,128.6376457,3
로또게임랜드,대구광역시 동구 신암동 576-20번지,35.8833041,128.6229185,3
공항팔공산게임랜드,대구광역시 동구 지저동 684-5번지,35.8962628,128.6399559,3
새마을게임랜드,대구광역시 동구 신암동 341-1번지,35.8852476,128.6321963,3
헤라유통,대구광역시 동구 율하동 1117번지 롯데쇼핑프라자,35.86846,128.6934002,3
푸쉬(push)푸쉬(push)뽑아방,대구광역시 동구 신천동 376-4번지,35.8743466,128.6290156,3
토이팡팡,대구광역시 동구 율하동 1440번지,35.8633734,128.6956701,3
효목동뽑기방,대구광역시 동구 효목동 140-4번지,35.8820546,128.6429981,3
원 오락실,대구광역시 동구 신암동 346-11번지,35.8847132,128.6335355,3
르네상스게임랜드,대구광역시 동구 검사동 1019-16번지,35.8889828,128.6485556,3
삼성게임랜드,대구광역시 동구 신암동 364-14번지,35.8845688,128.6337415,3
신천게임랜드,대구광역시 동구 신천동 338-4번지,35.87186,128.6284898,3
호박오락실,대구광역시 동구 신천동 313-6번지 2층,35.8687843,128.6290879,3
방촌게임랜드,대구광역시 동구 방촌동 1090-9번지,35.8804635,128.6670135,3
터미널오락실,대구광역시 동구 신천동 390-6번지 2층,35.8774342,128.6309647,3
불로오락실,대구광역시 동구 불로동 444번지 1층,35.9100095,128.6415047,3
태산게임장,대구광역시 동구 신천동 317-2번지,35.8703556,128.6274614,3
로얄게임랜드,대구광역시 동구 효목동 957-5번지,35.8850047,128.6339853,3
뽑고뽑고게임장,대구광역시 동구 율하동 1437번지 107호,35.8632649,128.6966734,3
뽑고뽑고게임장,대구광역시 동구 효목동 162-12번지,35.881245,128.6433703,3
또또와,대구광역시 동구 신서동 1148번지,35.8855687,128.7307423,3
신세계게임랜드,대구광역시 동구 신천동 334-6번지,35.8739626,128.628512,3
모찌게임장,대구광역시 동구 봉무동 1539-9번지,35.9263636,128.6434628,3
모여라 뽑동산,대구광역시 동구 봉무동 1539-8번지,35.9263636,128.6434628,3
뽑스타,대구광역시 동구 율하동 1438번지,35.8632982,128.6963604,3
짱구게임장,대구광역시 서구 평리동 678-7번지 1층,35.87758,128.5589498,3
영남오락실,대구광역시 서구 평리동 1492-30번지 3층,35.874951,128.554629,3
신광게임랜드,대구광역시 서구 비산동 434-566번지 2층,35.8756563,128.5714659,3
동심,대구광역시 서구 비산동 1246-1번지 1층,35.8880914,128.5633947,3
칠성게임장,대구광역시 서구 평리동 1492-11번지 2층,35.8747968,128.5546634,3
레전드 게임랜드,대구광역시 서구 비산동 349-3번지 3층,35.8723487,128.5676138,3
뽑기방,대구광역시 서구 평리동 1335-6번지 1층,35.8705918,128.5570758,3
현대게임랜드,대구광역시 서구 평리동 722-13번지 2층,35.8757341,128.5554495,3
알라딘샵,대구광역시 서구 평리동 620-12번지 1층,35.8753464,128.5531334,3
짱구게임장,대구광역시 서구 원대동3가 1373-12번지 1층,35.8883206,128.5703362,3
너부리 모바일,대구광역시 서구 평리동 1492-22번지 1층,35.8744824,128.5546135,3
짱구게임장,대구광역시 서구 평리동 763-3번지 1층,35.8800099,128.5672255,3
굿게임랜드,대구광역시 서구 원대동3가 1374-6번지 1층,35.8878507,128.5711702,3
짱구게임장,대구광역시 서구 비산동 284-4번지 1층,35.8678371,128.5707664,3
황금게임랜드,대구광역시 서구 비산동 508-8번지 지하 1층,35.8778856,128.5715727,3
다뽑자,대구광역시 서구 비산동 505-2번지 1층,35.876653,128.5714852,3
다뽑자,대구광역시 서구 비산동 551-2번지 1층,35.8792191,128.571683,3
올레게임랜드,대구광역시 서구 비산동 548-4번지 지하 1층,35.8791298,128.5709404,3
뽑아야산다,대구광역시 서구 비산동 1370-8번지 1층,35.8850121,128.5574215,3
롯데게임랜드,대구광역시 서구 중리동 33-4번지 2층,35.8693197,128.5504981,3
만평게임랜드,대구광역시 서구 비산동 1279-13번지 2층,35.8861538,128.5617513,3
우리게임랜드,대구광역시 서구 평리동 1524-12번지 2층,35.8705122,128.5540189,3
뽑기의 민족,대구광역시 서구 내당동 896-17번지,35.8631638,128.571519,3
큐브인형뽑기방,대구광역시 서구 평리동 1118-31번지 1층,35.8693337,128.5634187,3
행운뽑기,대구광역시 서구 비산동 926-11번지,35.8855046,128.5612096,3
토이팡팡,대구광역시 서구 평리동 1420-1번지,35.869454,128.5524546,3
오스카샵,대구광역시 서구 비산동 434-568번지 1층,35.8757122,128.5714541,3
행복인형방,대구광역시 서구 내당동 951-6번지 1층,35.8671028,128.5714676,3
감자게임랜드,대구광역시 서구 비산동 1251번지,35.8888609,128.5616508,3
원 게임랜드,대구광역시 서구 원대동3가 1431-6번지 2층,35.8851094,128.5740856,3
혜성 오락실,대구광역시 서구 평리동 1400-10번지 1층,35.8699432,128.5546484,3
영남게임장,대구광역시 서구 비산동 66-2번지 3층,35.8791304,128.5728763,3
노다지게임랜드,대구광역시 서구 비산동 1104-42번지 2층,35.8844873,128.572999,3
여명게임랜드,대구광역시 서구 비산동 311-4번지 2층,35.8695615,128.5712981,3
산호오락실,대구광역시 서구 비산동 1366-2번지 1층,35.8861303,128.5580784,3
겜블게임랜드,대구광역시 서구 비산동 896-1번지 1층,35.8845471,128.5589744,3
코리아게임랜드,대구광역시 서구 비산동 1254-2번지 1층,35.888269,128.5604349,3
짱구게임장,대구광역시 서구 원대동3가 1431-9번지 1층,35.884813,128.5738774,3
알라딘,대구광역시 서구 비산동 434-560번지 1층,35.8753887,128.5714517,3
왕대박게임랜드,대구광역시 서구 평리동 766-2번지 2층,35.8792014,128.5676206,3
퀸스게임랜드,대구광역시 서구 내당동 410-10번지 2층,35.8608851,128.5459643,3
보물섬 오락실,대구광역시 서구 비산동 493-9번지 2층,35.8761354,128.5698413,3
세종게임랜드,대구광역시 서구 비산동 509-2번지 2층,35.8779603,128.5710405,3
인형짱,대구광역시 서구 평리동 1224-25번지 1층,35.8674793,128.5600216,3
짱구게임장,대구광역시 서구 비산동 1868-2번지 1층,35.8857073,128.5546397,3
뽀끼랜드,대구광역시 서구 비산동 348-6번지 1층,35.8723425,128.5679737,3
황제게임랜드,대구광역시 남구 대명동 1652-16번지,35.8411437,128.5741373,3
세븐뽑기방,대구광역시 남구 대명동 1644-2번지,35.841445,128.5724015,3
스마트미리내,대구광역시 남구 봉덕동 1322-5번지 (효명길 10-8),35.8354228,128.5998453,3
선수입장,대구광역시 남구 대명동 805-16번지,35.8396637,128.5762309,3
안지게임랜드,대구광역시 남구 대명동 721-15번지,35.8383535,128.5770914,3
명가오락실,대구광역시 남구 대명동 168-2번지 (대명로57길 23),35.8447241,128.5863911,3
가든 오락실,대구광역시 남구 봉덕동 688-3번지,35.8423019,128.5972647,3
대박오락실,대구광역시 남구 대명동 1122-1번지,35.8377926,128.5596214,3
블랙홀인형뽑기방,대구광역시 남구 봉덕동 687-6번지,35.8426398,128.5978318,3
이층집뽑기방,대구광역시 남구 대명동 2132-2번지,35.8556868,128.5819457,3
정선게임랜드,대구광역시 남구 봉덕동 543-23번지,35.8449854,128.6008306,3
봉황게임랜드,대구광역시 남구 봉덕동 610-18번지,35.8444048,128.5985104,3
대명게임장랜드,대구광역시 남구 대명동 58-6번지,35.8450425,128.5892993,3
보물섬,대구광역시 남구 대명동 898-9번지,35.8377912,128.5751813,3
봉덕게임장,대구광역시 남구 봉덕동 686-1번지,35.8435459,128.597946,3
해피토이,대구광역시 남구 대명동 140-20번지,35.844484,128.5868343,3
플레이존,대구광역시 남구 대명동 809-7번지,35.8395507,128.5747833,3
온가족놀이터,대구광역시 남구 봉덕동 1064-58번지,35.8383251,128.6025315,3
본전뽑고,대구광역시 남구 대명동 64-1번지,35.8449226,128.5891202,3
룰루랄라,대구광역시 남구 봉덕동 547-16번지,35.8475812,128.5961142,3
땡큐게임랜드,대구광역시 남구 대명동 1226-9번지,35.8387084,128.5586438,3
룰루랄라뽑기,대구광역시 북구 산격동 1218-14번지,35.8984985,128.6068787,3
선수입장,대구광역시 북구 태전동 973-3번지,35.9268007,128.5472061,3
뽑기왕,대구광역시 북구 태전동 421-6번지,35.9248816,128.5474577,3
뽑기왕,대구광역시 북구 사수동 959번지,35.9012052,128.5127602,3
뽀끼랜드,대구광역시 북구 산격동 1235-23번지,35.8985636,128.6073733,3
챌린져샵,대구광역시 북구 산격동 749-16번지,35.8999935,128.5965169,3
킹멀티오락실,대구광역시 북구 동천동 903-4번지,35.943538,128.5599226,3
노다지게임랜드,대구광역시 북구 노원동2가 369-2번지,35.8885128,128.5718107,3
뽑기박사,대구광역시 북구 태전동 206-25번지,35.9201872,128.5447771,3
뽑기방,대구광역시 북구 사수동 963번지,35.9012052,128.5127602,3
행운오락실,대구광역시 북구 학정동 928-6번지,35.9519607,128.5672173,3
인형짱,대구광역시 북구 대현동 329-8번지,35.877928,128.6073852,3
뽀바샵(#),대구광역시 북구 고성동3가 6-98번지,35.8812544,128.5828924,3
인형뽑기,대구광역시 북구 동천동 910-4번지,35.942445,128.5625495,3
토이랜드,대구광역시 북구 태전동 983-4번지,35.9265848,128.5467369,3
뽑기다뽑기,대구광역시 북구 태전동 976-9번지,35.9268224,128.5446287,3
알라딘,대구광역시 북구 태전동 220-1번지 1층 102호,35.9255596,128.5456206,3
인형천국,대구광역시 북구 태전동 253-5번지 1층,35.9255446,128.5439694,3
뽑고뽑고게임장,대구광역시 북구 복현동 428-1번지 1층,35.894863,128.6176001,3
짱구게임방,대구광역시 북구 노원동1가 4-3번지 1층,35.8899521,128.5804839,3
환타지아,대구광역시 북구 관음동 1241-15번지,35.9450603,128.5466358,3
매천샵,대구광역시 북구 매천동 684번지 1층,35.9086418,128.5422916,3
메가게임장,대구광역시 북구 동천동 895-2번지,35.9440704,128.5617198,3
쿠키코인,대구광역시 북구 침산동 10-1번지,35.8846797,128.5982296,3
삼성게임장,대구광역시 북구 태전동 584-15번지,35.918701,128.5502827,3
삼돌이오락실,대구광역시 북구 매천동 476-8번지,35.9045637,128.5404103,3
신태전오락실,대구광역시 북구 태전동 1074-6번지,35.9253049,128.54852,3
뽑기오빠,대구광역시 북구 태전동 542-1번지 태전동남영아파트,35.9178738,128.5490594,3
신팔달게임랜드,대구광역시 북구 노원동2가 197-1번지,35.8914551,128.5721155,3
뽑기오빠,대구광역시 북구 관음동 600-2번지,35.9375771,128.5445606,3
크리드샷,대구광역시 북구 동천동 900-1번지,35.9430234,128.5610773,3
북문놀이터,대구광역시 북구 산격동 1327-7번지,35.8930566,128.6089728,3
해피토이,대구광역시 북구 동천동 902-2번지 호수빌딩,35.9430962,128.5605358,3
서문게임랜드,대구광역시 북구 동천동 907-2번지,35.9425041,128.5591705,3
해피게임랜드,대구광역시 북구 노원동3가 742번지,35.8894357,128.565351,3
황금게임랜드,대구광역시 북구 노원동3가 775번지,35.8890325,128.5680829,3
대경오락실,대구광역시 북구 대현동 415-34번지,35.8843805,128.6052404,3
토이팡팡,대구광역시 북구 노원동1가 6-9번지,35.8899504,128.5795313,3
픽미샵,대구광역시 북구 동천동 898-2번지,35.9429129,128.5619654,3
짱구게임장,대구광역시 북구 산격동 489-6번지 1층,35.8996918,128.6150366,3
돌스토이,대구광역시 북구 서변동 1786번지,35.9213601,128.5988248,3
블랙홀인형뽑기방,대구광역시 북구 동변동 493-3번지,35.921335,128.6027715,3
드루와,대구광역시 북구 복현동 416-1번지,35.8967619,128.6157018,3
우리동네뽑기대장,대구광역시 북구 동천동 909-1번지,35.9425258,128.5612866,3
뽀끼뽀끼,대구광역시 북구 사수동 944번지,35.9012052,128.5127602,3
잼스테이션,대구광역시 북구 칠성동2가 20-1번지,35.8851982,128.5898126,3
캠퍼스게임파크,대구광역시 북구 태전동 969-24번지,35.9269893,128.545175,3
월드21게임랜드,대구광역시 북구 산격동 1337-1번지,35.8928011,128.6090606,3
신기청소년게임,대구광역시 북구 산격동 1382-8번지,35.8881691,128.602663,3
사이버월드게임장,대구광역시 북구 태전동 981-1번지,35.9266782,128.5457817,3
펀엔조이,대구광역시 북구 동천동 894-1번지 세븐밸리,35.9441065,128.5603456,3
로얄오락실,대구광역시 북구 노원동3가 769-1번지 2층,35.8891152,128.5675751,3
황금오락실,대구광역시 북구 태전동 409-18번지,35.9229504,128.5464028,3
매천오락실,대구광역시 북구 매천동 618-14번지,35.9039911,128.5464386,3
토이랜드,대구광역시 북구 구암동 769-1번지 태을빌딩,35.9421792,128.5638788,3
시민게임랜드,대구광역시 북구 복현동 426-4번지 3층,35.8956336,128.6170644,3
보물섬,대구광역시 북구 산격동 1399-8번지 1층,35.8924734,128.6084577,3
뽑기뽀끼,대구광역시 북구 산격동 1393-23번지 1층,35.8926438,128.6086263,3
게임랜드,대구광역시 수성구 대흥동 504번지 대구스타디움몰,35.8295258,128.6902985,3
다나와,대구광역시 수성구 범어동 219-1번지,35.8578733,128.6406216,3
황금게임랜드,대구광역시 수성구 신매동 366-4번지,35.8402751,128.7085335,3
현대게임랜드,대구광역시 수성구 신매동 568-9번지,35.8388862,128.7074552,3
황금게임랜드,대구광역시 수성구 황금동 680-2번지,35.8489137,128.6235805,3
