사업장명,소재지전체주소,Latitude,Longitude,가점척도
다사랑 노래연습장,대구광역시 남구 대명동 1896-18번지 (중앙대로47길 129),35.8542008,128.5835778,3
룰루랄라 노래연습장,대구광역시 남구 봉덕동 688-3번지 (중앙대로22길 120-1),35.8423019,128.5972647,3
힛트 노래연습장,대구광역시 남구 봉덕동 1017-15번지 (중앙대로22길 228),35.841844,128.6030485,3
가자 노래연습장,대구광역시 남구 봉덕동 556-8번지 (봉덕로20길 12),35.8440917,128.6007464,3
궁노래연습장,대구광역시 남구 봉덕동 561-46번지 (중앙대로22길 174),35.8421792,128.6001862,3
휴먼햇님노래연습장,대구광역시 남구 봉덕동 632-13번지 (봉덕로 66),35.844633,128.597612,3
아우성 노래연습장,대구광역시 남구 봉덕동 673-2번지 (삼정길 26-4),35.8405472,128.5965044,3
별천지 노래연습장,대구광역시 남구 대명동 1652-32번지 (두류공원로 22),35.84067,128.574819,3
부경노래연습장,대구광역시 남구 대명동 1721-25번지 (현충로 143),35.8459909,128.5797959,3
탑힐,대구광역시 남구 대명동 805-20번지 (두류공원로 10),35.8399289,128.5759992,3
코러스 노래연습장,대구광역시 남구 대명동 805-7번지 (두류공원로 6-1),35.839746,128.5761695,3
꿀노래연습장,대구광역시 남구 대명동 2140-61번지 (현충로 231),35.8532028,128.5826992,3
에쿠스 노래연습장,대구광역시 남구 봉덕동 557-28번지 (봉덕로20길 18),35.843808,128.600711,3
한마당 노래방,대구광역시 남구 대명동 1150-10번지 (대명서로 130),35.8339591,128.5580991,3
영신노래연습장,대구광역시 남구 이천동 577-24번지 (희망로 58),35.8473706,128.604897,3
옴니 노래연습장,대구광역시 남구 대명동 2133-32번지,35.8570523,128.5806426,3
세종 노래연습장,대구광역시 남구 대명동 2274-2번지 (명덕로 36),35.8594444,128.5748339,3
또또 노래연습장,대구광역시 남구 봉덕동 729-25번지 (중앙대로32길 19),35.8473154,128.5917239,3
코아 노래연습장,대구광역시 남구 봉덕동 1045-20번지 (신촌길 101),35.838807,128.6042144,3
열창노래연습장,대구광역시 남구 봉덕동 539-1번지 (봉덕로20길 1),35.8444391,128.6010565,3
우정 노래연습장,대구광역시 남구 봉덕동 1003-8번지 (중앙대로22길 186),35.8420923,128.6007966,3
배트맨 노래연습장,대구광역시 남구 봉덕동 1053-3번지 (신촌길 81),35.8386137,128.6032211,3
테마 노래연습장,대구광역시 남구 봉덕동 1206-1번지 (용두길 21),35.8338982,128.6049652,3
보성노래연습장,대구광역시 남구 봉덕동 1342-13번지 (삼정2길 58),35.8375727,128.5950686,3
팡팡노래연습장,대구광역시 북구 읍내동 1345번지,35.9355824,128.5499242,3
월드노래연습장,대구광역시 북구 산격동 1399-3번지,35.8924651,128.6083147,3
피플죤동전노래연습장,대구광역시 북구 대현동 104-13번지,35.8861396,128.6101127,3
사수노래연습장,대구광역시 북구 사수동 964번지,35.9012052,128.5127602,3
앵콜노래연습장,대구광역시 북구 태전동 1075-16번지,35.9220875,128.5490452,3
예인,대구광역시 북구 태전동 1006번지,35.9304565,128.5487772,3
특급노래연습장,대구광역시 북구 구암동 802-1번지,35.9311824,128.5617638,3
조야노래연습장,대구광역시 북구 조야동 252-4번지,35.912062,128.576587,3
연화노래연습장,대구광역시 북구 읍내동 1357-9번지,35.9388032,128.5558893,3
스타노래연습장,대구광역시 북구 구암동 653-2번지,35.931312,128.5559931,3
제우스노래연습장,대구광역시 북구 동변동 662-8번지 지상2층,35.9209892,128.6019999,3
뉴캐슬노래연습장,대구광역시 북구 노원동1가 12-2번지 지하1층,35.8880459,128.5823175,3
소리통노래연습장,대구광역시 북구 대현동 155-7번지 지하1층,35.8826056,128.6099239,3
킹노래연습장,대구광역시 북구 국우동 1117-10번지 지상1층,35.9471029,128.5745658,3
팡팡노래연습장,대구광역시 북구 구암동 792-18번지 지상2층,35.9316469,128.5620685,3
제이스노래연습장,대구광역시 북구 태전동 252-3번지 지하1층,35.9238764,128.5447337,3
까치노래연습장,대구광역시 북구 고성동3가 25-1번지 지하1층,35.8841092,128.5856058,3
황금노래연습장,대구광역시 북구 복현동 427-6번지,35.8942652,128.6186987,3
국빈노래연습장,대구광역시 북구 칠성동1가 150-2번지 지상2층,35.875613,128.6053331,3
키스노래연습장,대구광역시 북구 복현동 430-4번지,35.8946017,128.6175815,3
로얄노래연습장,대구광역시 북구 동천동 907-5번지 지하1층,35.9424235,128.5598183,3
침산노래연습장,대구광역시 북구 침산동 363-2번지 B동 지하1층,35.8896969,128.5869894,3
대왕노래연습장,대구광역시 북구 복현동 207-1번지 (지하1층),35.8973323,128.616773,3
파도노래연습장,대구광역시 북구 팔달동 1-2번지,35.9013381,128.5409711,3
무지개노래연습장,대구광역시 북구 노원동2가 255번지,35.8880596,128.5757484,3
아라리노래연습장,대구광역시 북구 관음동 1284-1번지,35.9447566,128.5472134,3
명창노래방,대구광역시 북구 태전동 1073-1번지,35.9281781,128.5511145,3
동화,대구광역시 북구 관음동 1383-10번지 (지하1층),35.9393908,128.5494519,3
신세계,대구광역시 북구 태전동 1065-2번지,35.9312423,128.5442534,3
미인노래연습장,대구광역시 북구 학정동 941-12번지 지상2층,35.9510709,128.5655349,3
용노래연습장,대구광역시 북구 동천동 902-2번지 지하1층,35.9430962,128.5605358,3
썸씽노래연습장,대구광역시 북구 읍내동 1122번지 지하1층,35.9327235,128.5503056,3
축제노래연습장,대구광역시 북구 구암동 794-15번지 지상1층,35.9329048,128.5623334,3
거기노래연습장,대구광역시 북구 태전동 986-17번지 (지상1층),35.9260431,128.5447397,3
엘리제노래연습장,대구광역시 북구 복현동 426-10번지 (지하1층),35.8953814,128.6173937,3
관음노래연습장,대구광역시 북구 태전동 961-23번지,35.9305791,128.5477773,3
동화노래방,대구광역시 북구 산격동 479-6번지,35.9018921,128.6135946,3
토토노래연습장,대구광역시 북구 태전동 1031-25번지,35.9285895,128.5482623,3
미인노래연습장,대구광역시 북구 태전동 155-27번지,35.9226173,128.5447328,3
킹카노래연습장,대구광역시 북구 태전동 1049-8번지,35.9257354,128.5478016,3
대왕노래연습장,대구광역시 북구 읍내동 470-10번지,35.94675,128.553962,3
한양노래연습장,대구광역시 북구 읍내동 1379-10번지 (지하1층),35.9327808,128.5521567,3
나이스노래연습장,대구광역시 북구 산격동 492-47번지,35.8981069,128.6147729,3
잉꼬노래연습장,대구광역시 북구 관음동 1402-12번지,35.935786,128.5483641,3
베짱이노래연습장,대구광역시 북구 태전동 983-3번지,35.926598,128.5465996,3
열창가요방,대구광역시 북구 노원동1가 141번지,35.8898659,128.5791076,3
옥소리노래연습장,대구광역시 북구 침산동 10-2번지,35.8847014,128.5984147,3
즐거운노래연습장,대구광역시 북구 태전동 1003-8번지,35.9296603,128.5482531,3
청솔노래연습장,대구광역시 북구 대현동 390-20번지,35.8812179,128.6080825,3
21세기 노래연습장,대구광역시 북구 태전동 1023-11번지,35.928701,128.5504905,3
오거리노래연습장,대구광역시 북구 산격동 1289-33번지 신일상가2층,35.8969785,128.6138868,3
조이동전노래연습장,대구광역시 북구 태전동 969-27번지,35.9269242,128.5456234,3
SBS노래연습장,대구광역시 북구 읍내동 1343-7번지,35.9334455,128.5493054,3
불러봐노래연습장,대구광역시 북구 읍내동 506-1번지 (지하1층),35.9473979,128.5524258,3
심쿵노래연습장,대구광역시 북구 사수동 956번지,35.9012052,128.5127602,3
와우동전노래연습장(복현점),대구광역시 북구 복현동 400-1번지,35.8969319,128.615229,3
공기반소리반코인노래연습장,대구광역시 북구 산격동 1341-2번지 2층,35.8927489,128.6092252,3
소울보이스 경북대점,대구광역시 북구 대현동 112-69번지 2층,35.8848203,128.6100716,3
놀자동전노래연습장,대구광역시 북구 사수동 965번지,35.9012052,128.5127602,3
엠넷스타동전노래연습장,대구광역시 북구 태전동 253-5번지,35.9255446,128.5439694,3
엠오(MO)동전노래연습장,대구광역시 북구 대현동 119-41번지,35.8855695,128.6096764,3
히트코인노래연습장,대구광역시 북구 동천동 910-4번지,35.942445,128.5625495,3
소울보이스동전노래연습장,대구광역시 북구 복현동 618-20번지 2층,35.8892833,128.6170063,3
아지트동전노래연습장,대구광역시 북구 복현동 364-4번지,35.8924605,128.6229282,3
투썸동전노래연습장,대구광역시 북구 구암동 652번지,35.9312572,128.5567331,3
짱가노래연습장,대구광역시 북구 태전동 1049-4번지,35.9262711,128.5477177,3
벤츠노래연습장,대구광역시 북구 동천동 904-3번지,35.9431951,128.5596254,3
엔조이동전노래연습장,대구광역시 북구 태전동 969-21번지,35.9270422,128.5456508,3
뱅뱅뱅동전노래연습장,대구광역시 북구 구암동 649-2번지,35.931566,128.5560315,3
썸동전노래연습장,대구광역시 북구 동천동 896-5번지 로데오프라자,35.9428433,128.5633907,3
발리노래연습장,대구광역시 북구 대현동 407-12번지 지하1층,35.8823254,128.6095374,3
뉴욕노래연습장,대구광역시 북구 태전동 422-18번지,35.9223234,128.5471198,3
칼라노래연습장,대구광역시 북구 태전동 1074-4번지 (지하1층),35.9253926,128.5478635,3
백번2노래연습장,대구광역시 북구 태전동 204-1번지,35.919882,128.5426963,3
톤 노래연습장,대구광역시 북구 산격동 840-3번지,35.8944839,128.5946601,3
태평노래연습장,대구광역시 북구 고성동2가 113-2번지,35.8812012,128.5812241,3
체어맨노래연습장,대구광역시 북구 태전동 989-5번지,35.9259146,128.5470493,3
토마토노래연습장,대구광역시 북구 태전동 409-18번지,35.9229504,128.5464028,3
칠성노래연습장,대구광역시 북구 칠성동2가 548-3번지,35.878079,128.6006584,3
쥴리아드노래연습장,대구광역시 북구 태전동 254-32번지,35.9252568,128.543235,3
짱구노래연습장,대구광역시 북구 대현동 340-15번지,35.8784541,128.6085033,3
샤넬노래연습장,대구광역시 북구 관음동 1360-3번지,35.9371302,128.5445386,3
필노래연습장,대구광역시 북구 산격동 1272-1번지,35.9000142,128.6099644,3
필통노래연습장,대구광역시 북구 복현동 375-33번지,35.8915556,128.6246623,3
궁노래연습장,대구광역시 북구 동천동 877번지,35.9320192,128.5568337,3
신바람노래연습장,대구광역시 북구 읍내동 953-4번지,35.940245,128.5504785,3
강변노래연습장,대구광역시 북구 읍내동 1234-42번지,35.944645,128.5534729,3
천지노래연습장,대구광역시 북구 산격동 1429-18번지 지하1층,35.8935991,128.6048929,3
까치2노래연습장,대구광역시 북구 산격동 489-7번지,35.8994821,128.6149929,3
황진이노래연습장,대구광역시 북구 노원동2가 324-12번지,35.8899391,128.5711631,3
여울노래연습장,대구광역시 북구 노원동1가 6-9번지,35.8899504,128.5795313,3
썬노래연습장,대구광역시 북구 복현동 200-1번지 번지외4필지(지하1층),35.8973838,128.6156933,3
야후노래방,대구광역시 북구 산격동 1339번지,35.892523,128.6089809,3
삥풀노래연습장,대구광역시 북구 태전동 409-5번지 (지하1층),35.9235519,128.5467194,3
황금노래연습장,대구광역시 북구 산격동 1417-3번지,35.891244,128.6063127,3
스타노래방,대구광역시 북구 노원동3가 74-28번지,35.8989602,128.5727023,3
애정노래연습장,대구광역시 북구 구암동 775-1번지 (지상2층),35.9427387,128.5709908,3
화이트노래연습장,대구광역시 북구 구암동 812-8번지,35.9370161,128.568559,3
한곡땡겨노래연습장,대구광역시 북구 태전동 254-30번지,35.9250117,128.5434184,3
청춘노래연습장,대구광역시 북구 검단동 1266-25번지,35.9132285,128.6265666,3
아싸노래연습장,대구광역시 북구 태전동 987-13번지 (지상2층),35.9258725,128.5463896,3
압구정 노래연습장,대구광역시 북구 구암동 653-3번지,35.9312921,128.556208,3
우리 노래연습장,대구광역시 북구 산격동 1291-22번지 (지하1층),35.8961235,128.6129309,3
궁전노래연습장,대구광역시 북구 읍내동 1381-14번지,35.9324614,128.5520271,3
쇼노래연습장,대구광역시 북구 산격동 1235-23번지 (지상2층),35.8985636,128.6073733,3
체리노래연습장,대구광역시 북구 태전동 987-17번지 (지상1층),35.9259262,128.5458736,3
휴노래연습장,대구광역시 북구 태전동 981-1번지 (지상2층),35.9167349,128.5429767,3
쇼노래연습장,대구광역시 북구 서변동 1739-9번지,35.9235555,128.5965154,3
토마토노래연습장,대구광역시 북구 고성동3가 38-10번지,35.8844703,128.584008,3
금별은별노래연습장,대구광역시 북구 매천동 681번지 (3층),35.9085862,128.5428219,3
토마토2 노래연습장,대구광역시 북구 고성동3가 38-10번지 지상2층,35.8844703,128.584008,3
칸노래연습장,대구광역시 북구 태전동 986-12번지,35.9259828,128.545321,3
부킹노래연습장,대구광역시 북구 태전동 1059-13번지,35.9255817,128.5490859,3
탤런트노래연습장,대구광역시 북구 태전동 1023-16번지,35.9287661,128.5498682,3
VIP노래연습장,대구광역시 북구 읍내동 1123-5번지,35.9326256,128.5502307,3
대구노래연습장,대구광역시 북구 관음동 1268-23번지,35.9432036,128.5448352,3
축제노래연습장,대구광역시 북구 산격동 489-8번지,35.8999178,128.6150937,3
베토벤노래방,대구광역시 북구 태전동 974-8번지,35.9268373,128.5466921,3
쇼노래연습장,대구광역시 북구 고성동3가 28-2번지,35.8842187,128.5853286,3
유노래연습장,대구광역시 북구 학정동 928-9번지 2층,35.9520662,128.5662625,3
와우노래연습장,대구광역시 북구 구암동 815-14번지 2층,35.9381642,128.5682104,3
필통노래연습장,대구광역시 북구 칠성동2가 378-29번지,35.8821156,128.5938466,3
블루,대구광역시 북구 동변동 669-1번지 (3층),35.9209875,128.6024996,3
천궁노래연습장,대구광역시 북구 노원동3가 1037번지,35.8945266,128.5711916,3
참새노래연습장,대구광역시 북구 산격동 180번지 (지하 1층),35.9051997,128.6124049,3
제우스노래연습장,대구광역시 북구 읍내동 302-1번지,35.9506329,128.5533551,3
새롬노래연습장,대구광역시 북구 관음동 1284-9번지,35.9449305,128.5474208,3
동백노래연습장,대구광역시 북구 산격동 1203-7번지 지하1층,35.9013426,128.6071442,3
심포니,대구광역시 북구 고성동2가 33-1번지,35.8801796,128.5863167,3
청담노래방,대구광역시 북구 노원동3가 1226번지,35.8989687,128.5790088,3
무태노래연습장,대구광역시 북구 동변동 263-3번지 (지하1층),35.9230098,128.6007498,3
스카이노래연습장,대구광역시 북구 태전동 981번지,35.9266577,128.5457623,3
주인공 노래연습장,대구광역시 북구 노원동3가 879번지,35.8913063,128.5656501,3
쿨노래연습장,대구광역시 북구 복현동 412-8번지 지상2층,35.8960677,128.6144957,3
호박노래연습장,대구광역시 북구 동천동 912-3번지 202호,35.9418373,128.562993,3
숲에노래연습장,대구광역시 북구 서변동 1740-1번지,35.9232451,128.5964123,3
영빈노래연습장,대구광역시 북구 노원동1가 9-1번지,35.8892692,128.5820905,3
유통노래연습장,대구광역시 북구 산격동 14-144번지 지상1층,35.9104468,128.606775,3
대번노래연습장,대구광역시 북구 구암동 777-6번지,35.942057,128.5710524,3
벅시 노래연습장,대구광역시 북구 산격동 1646번지 (지상3층),35.9047307,128.6091054,3
어촌노래연습장,대구광역시 북구 노원동1가 8-1번지,35.8893792,128.5828279,3
씽씽노래연습장,대구광역시 북구 구암동 812-10번지,35.9371904,128.5684871,3
목화노래연습장,대구광역시 북구 칠성동2가 302-125번지,35.8772558,128.5945645,3
신도시노래연습장,대구광역시 북구 구암동 652번지,35.9312572,128.5567331,3
한마음노래연습장,대구광역시 북구 동변동 499-1번지,35.921397,128.6040707,3
에이스노래연습장,대구광역시 북구 동변동 325번지 (지하1층),35.9213333,128.601854,3
아리아노래연습장,대구광역시 북구 동천동 926-6번지 (지상2층),35.9376224,128.5578494,3
엠제이노래연습장,대구광역시 북구 동천동 895-3번지,35.9440102,128.5620563,3
스타노래연습장,대구광역시 북구 산격동 1228-1번지,35.8968398,128.605148,3
청솔노래연습장,대구광역시 북구 산격동 1235-20번지,35.8983278,128.6076772,3
산격노래연습장,대구광역시 북구 산격동 848번지,35.8932972,128.5945969,3
아마존노래연습장,대구광역시 북구 구암동 775-8번지 (지상2층),35.94265,128.5706931,3
짝꿍노래연습장,대구광역시 북구 구암동 812-14번지,35.9376333,128.5687851,3
한가락노래연습장,대구광역시 북구 구암동 815-10번지 (지상2층),35.9376502,128.5678908,3
호박노래연습장,대구광역시 북구 노원동1가 12-14번지 (지하1층),35.8876425,128.5822437,3
축제노래연습장,대구광역시 북구 동변동 493-3번지,35.921335,128.6027715,3
채널3노래연습장,대구광역시 북구 대현동 257-15번지,35.8880607,128.603247,3
제우스노래연습장,대구광역시 북구 구암동 776-11번지,35.9426949,128.5712941,3
은하노래연습장,대구광역시 북구 복현동 364-1번지,35.892601,128.6226003,3
쇼노래연습장,대구광역시 북구 복현동 249-8번지,35.8950141,128.6246241,3
한마당노래연습장,대구광역시 북구 복현동 427-4번지,35.8946725,128.6181758,3
산림노래연습장,대구광역시 북구 산격동 1269-20번지 (지상2층),35.9007167,128.6090082,3
만남노래연습장,대구광역시 북구 산격동 1270번지,35.9002562,128.609522,3
아리랑노래연습장,대구광역시 북구 산격동 741-34번지,35.9019633,128.5965926,3
친구2노래방,대구광역시 북구 침산동 301-5번지,35.8892783,128.5931192,3
케이팝동전노래연습장,대구광역시 북구 동천동 899-4번지 (4층),35.9433528,128.5611616,3
블링블링동전노래연습장,대구광역시 북구 구암동 765-2번지,35.9437584,128.5642558,3
수노래연습장,대구광역시 북구 학정동 928-6번지,35.9519607,128.5672173,3
짱구노래방,대구광역시 북구 복현동 683번지,35.8899423,128.6180349,3
메들리노래연습장,대구광역시 북구 매천동 540-9번지 지하1층,35.9040252,128.5405053,3
O.K노래연습장,대구광역시 북구 태전동 155-18번지 (지하1층),35.923086,128.5439337,3
축제노래연습장,대구광역시 북구 침산동 295-3번지,35.890851,128.5905889,3
파크노래연습장,대구광역시 북구 매천동 680번지,35.9085554,128.5430576,3
뉴동전노래연습장,대구광역시 북구 산격동 1341-6번지,35.8928627,128.6093623,3
라이브노래연습장,대구광역시 북구 구암동 815-11번지,35.9377814,128.5679782,3
마야노래연습장,대구광역시 북구 태전동 1021-12번지,35.9288952,128.5486401,3
제우스노래연습장,대구광역시 북구 구암동 810-11번지,35.9383758,128.5697757,3
귀빈노래연습장,대구광역시 북구 국우동 1119-8번지,35.9466989,128.5740364,3
볼보노래연습장,대구광역시 북구 태전동 246-10번지 (지상2층),35.9229698,128.5453103,3
합창노래연습장,대구광역시 북구 칠성동2가 378-26번지,35.8823342,128.5939313,3
골든벨노래연습장,대구광역시 북구 구암동 137번지,35.9393145,128.5693036,3
파도노래연습장,대구광역시 북구 태전동 584번지,35.9188387,128.5503368,3
운암지노래연습장,대구광역시 북구 구암동 814번지,35.9372757,128.5681708,3
대왕노래연습장,대구광역시 북구 구암동 813-11번지,35.9380273,128.5685629,3
에스엠브라보노래연습장,대구광역시 북구 복현동 200-5번지,35.8970935,128.6160578,3
칼라노래연습장,대구광역시 북구 동변동 493번지 (지하1층),35.9213294,128.6022751,3
제우스노래연습장,대구광역시 북구 동천동 954-5번지,35.9431569,128.5569783,3
순정노래연습장,대구광역시 북구 구암동 774-4번지,35.9429037,128.5713522,3
황후노래연습장,대구광역시 북구 동변동 668-15번지,35.9195979,128.6010176,3
쿨노래연습장,대구광역시 북구 칠성동2가 355-27번지,35.8799645,128.593608,3
뽀식이동전노래연습장,대구광역시 북구 산격동 1324-1번지 지하1층,35.8942237,128.6107662,3
앵콜 노래방,대구광역시 북구 산격동 848-31번지,35.8933192,128.5943501,3
칼라 노래연습장,대구광역시 북구 복현동 266-10번지,35.8987871,128.6232137,3
세현 노래방,대구광역시 북구 복현동 539-114번지 건영아파트 상가 106호,35.8997646,128.6164917,3
대박노래연습장,대구광역시 북구 태전동 987-10번지 지하1층,35.9258284,128.5467727,3
부킹노래연습장,대구광역시 북구 산격동 1646번지,35.9047307,128.6091054,3
중앙노래연습장,대구광역시 북구 관음동 1383-15번지 지하1층,35.9386582,128.5492107,3
교민노래방,대구광역시 북구 읍내동 812-13번지,35.9467631,128.5528681,3
타임노래방,대구광역시 북구 태전동 995-3번지,35.9310848,128.5489489,3
둥지노래연습장,대구광역시 북구 산격동 1324-3번지,35.8942818,128.6108719,3
귀빈노래연습장,대구광역시 북구 복현동 268-8번지,35.8991742,128.6234826,3
공동 노래연습장,대구광역시 북구 칠성동2가 346-9번지,35.8800238,128.5951013,3
첼로노래연습장,대구광역시 북구 구암동 775-2번지,35.9426517,128.5708915,3
한창노래연습장,대구광역시 북구 노원동2가 281-2번지,35.88819,128.5737357,3
왓따노래연습장,대구광역시 북구 구암동 815-9번지,35.9375317,128.5677958,3
브이아이피(VIP)노래연습장,대구광역시 북구 동변동 668-14번지,35.9196035,128.6011706,3
스마일노래연습장,대구광역시 북구 태전동 682-27번지,35.9179575,128.542754,3
엠(M)동전노래연습장,대구광역시 북구 산격동 1399번지 (지하1층),35.8924715,128.6086593,3
장미노래연습장,대구광역시 북구 고성동3가 6-30번지,35.8813602,128.5830206,3
미건노래연습장,대구광역시 북구 산격동 1433-36번지,35.8924188,128.6049969,3
에쿠스노래연습장,대구광역시 북구 국우동 1107-8번지,35.9474393,128.5741415,3
올인노래연습장,대구광역시 북구 태전동 1074-26번지,35.92527,128.5488466,3
챔피온노래연습장,대구광역시 북구 구암동 815-5번지,35.9376046,128.5680024,3
쉐보레,대구광역시 북구 침산동 1552-6번지 (지하1층),35.8904211,128.5805937,3
풍년노래연습장,대구광역시 북구 노원동2가 289-1번지,35.8890571,128.5733399,3
딩동댕노래연습장,대구광역시 북구 산격동 750-3번지,35.9002242,128.5961498,3
엠(M)노래연습장,대구광역시 북구 서변동 1779-4번지 (지하1층),35.9238506,128.5989776,3
왕건노래연습장,대구광역시 북구 태전동 253-14번지 (지하1층),35.9248281,128.5441673,3
에스노래연습장,대구광역시 북구 서변동 1784-3번지 (지하1층),35.9221424,128.5986667,3
스타노래연습장,대구광역시 북구 국우동 1107-1번지 (지상2층),35.9471003,128.5732224,3
드림노래연습장,대구광역시 북구 산격동 1275-5번지 (지하1층),35.8963785,128.6117122,3
도청노래연습장,대구광역시 북구 산격동 1002번지,35.890946,128.5979887,3
그린노래연습장,대구광역시 북구 서변동 1788-3번지,35.9201425,128.598645,3
서변노래연습장,대구광역시 북구 서변동 1784-7번지 (지하1층),35.9216656,128.598672,3
테크닉노래방,대구광역시 북구 노원동3가 1038-3번지,35.894775,128.571652,3
웰빙노래연습장,대구광역시 북구 태전동 614-1번지,35.919159,128.5502681,3
맘모스노래연습장,대구광역시 북구 복현동 364-3번지,35.8925189,128.6227968,3
갈채노래연습장,대구광역시 북구 읍내동 1381-20번지,35.9325224,128.5513038,3
백악관노래방,대구광역시 북구 산격동 1336-4번지 지하1층,35.8930152,128.609142,3
연다라노래연습장,대구광역시 북구 관음동 1286-8번지,35.9433634,128.5473535,3
까치노래연습장,대구광역시 북구 노곡동 146번지,35.9071081,128.5629762,3
강북노래연습장,대구광역시 북구 태전동 257-16번지,35.9233915,128.544132,3
마카노래연습장,대구광역시 북구 산격동 1393-11번지 (지하1층),35.8927332,128.6087687,3
고향노래연습장,대구광역시 북구 관음동 1345-10번지,35.9388097,128.5470317,3
파랑새노래연습장,대구광역시 북구 노원동3가 880-2번지,35.8913681,128.5657469,3
2002노래연습장,대구광역시 북구 노원동1가 1-1번지,35.8899105,128.5827388,3
한솔노래연습장,대구광역시 북구 산격동 837-14번지,35.8949367,128.5947886,3
영락노래연습장,대구광역시 북구 매천동 476-8번지 지하1층,35.9045637,128.5404103,3
홍노래연습장,대구광역시 북구 산격동 1497-9번지 지하1층,35.8923746,128.6035588,3
락노래연습장,대구광역시 북구 산격동 1399-4번지,35.8923173,128.6083125,3
뉴초록사과노래연습장,대구광역시 북구 고성동3가 13-1번지,35.8838052,128.5869503,3
키스노래연습장,대구광역시 북구 대현동 340-2번지,35.8785406,128.6086834,3
에쿠스노래연습장,대구광역시 북구 침산동 295-17번지,35.890719,128.5908549,3
니나노래연습장,대구광역시 북구 노원동2가 301-10번지 (지상2층),35.8912831,128.5715083,3
대성노래연습장,대구광역시 북구 검단동 936-30번지,35.9066692,128.6200627,3
대우노래연습장,대구광역시 북구 노원동1가 7-1번지,35.8906999,128.5797849,3
조은노래연습장,대구광역시 북구 침산동 476-20번지,35.89136,128.5877006,3
엠(M)노래연습장,대구광역시 북구 태전동 1065번지 (지상2층),35.931455,128.5442448,3
꽃동네노래연습장,대구광역시 북구 구암동 811-9번지,35.9369032,128.5687976,3
솔향,대구광역시 북구 구암동 809-1번지 (지상2층),35.938548,128.5695708,3
옻골노래연습장,대구광역시 북구 국우동 1101-13번지,35.9437278,128.573545,3
함지박노래연습장,대구광역시 북구 동천동 929-7번지,35.9373077,128.5575047,3
애플노래연습장,대구광역시 북구 서변동 1739-10번지 (지상2층),35.9236637,128.5965185,3
필노래연습장,대구광역시 북구 국우동 1107-5번지 (지상2층),35.9472599,128.57376,3
아이러브 노래연습장,대구광역시 북구 산격동 1397-12번지 지하1층,35.8926383,128.6081045,3
킹덤노래연습장,대구광역시 북구 동변동 669번지,35.9209841,128.6022946,3
첼로노래연습장,대구광역시 북구 구암동 765-2번지 동재빌딩 B/101,35.9437599,128.5642517,3
축제노래연습장,대구광역시 북구 산격동 1382-13번지 (지하1층),35.8885067,128.6020187,3
꼴통노래연습장,대구광역시 북구 산격동 1218-25번지 (지하1층),35.897883,128.6061496,3
에이스노래연습장,대구광역시 북구 노원동2가 346번지,35.8884254,128.5727616,3
강산노래연습장,대구광역시 북구 태전동 785번지 (지상2층),35.9137925,128.5479186,3
삼익노래연습장,대구광역시 북구 노원동3가 897-3번지 (지하1층),35.8908838,128.5671435,3
활주로노래연습장,대구광역시 북구 동천동 878-3번지 (지하1층),35.9320688,128.5562411,3
시조.소리마당,대구광역시 북구 태전동 796-1번지,35.9138187,128.549004,3
세이노래연습장,대구광역시 북구 동변동 662번지 (지하1층),35.9209525,128.6008594,3
요요노래연습장,대구광역시 북구 구암동 114번지 (지상1층),35.9397273,128.5700658,3
3지구노래연습장,대구광역시 북구 구암동 769-4번지,35.9417118,128.5641869,3
S(에스)노래연습장,대구광역시 북구 산격동 1414-76번지,35.8924498,128.6067063,3
청솔노래연습장,대구광역시 북구 산격동 827-6번지,35.8964988,128.5953055,3
백번노래연습장,대구광역시 북구 태전동 785-2번지,35.9137892,128.5476516,3
화성노래연습장,대구광역시 북구 노원동1가 5-6번지,35.8897692,128.580847,3
청춘노래연습장,대구광역시 북구 태전동 1003-10번지,35.9294442,128.5482161,3
매천노래연습장,대구광역시 북구 매천동 618-14번지 지하1층,35.9039911,128.5464386,3
금잔디노래연습장,대구광역시 북구 고성동2가 110-9번지,35.8800996,128.582575,3
에이스노래연습장,대구광역시 북구 관음동 474-4번지,35.9378346,128.5446233,3
영남노래연습장,대구광역시 북구 산격동 1218-21번지,35.8978169,128.6060394,3
진행중노래연습장,대구광역시 북구 산격동 1236-10번지,35.8993522,128.6082788,3
에피소드노래연습장,대구광역시 북구 대현동 24-28번지,35.8848335,128.6134896,3
홍콩노래연습장,대구광역시 북구 산격동 1498-56번지,35.8919638,128.6029941,3
동변노래연습장,대구광역시 북구 동변동 493-1번지 (지하1층),35.9213479,128.6025334,3
에이스노래연습장,대구광역시 북구 태전동 476-1번지 (지상2층),35.9167349,128.5429767,3
멋진노래연습장,대구광역시 북구 대현동 260-2번지 (지하1층),35.8874201,128.6024779,3
시티노래연습장,대구광역시 북구 동천동 907-7번지 (지하1층),35.9422012,128.5597536,3
스카이노래연습장,대구광역시 북구 서변동 1780번지 (지상2층),35.9239549,128.5986637,3
하늘채노래연습장,대구광역시 북구 침산동 10-2번지 (지하1층),35.8847014,128.5984147,3
강변노래연습장,대구광역시 북구 동변동 664-5번지 (지상1층),35.9199676,128.6009905,3
라스베가스,대구광역시 북구 산격동 1657번지,35.9043918,128.6087361,3
뮤노래연습장,대구광역시 북구 산격동 1397-37번지 2층,35.8928749,128.6080088,3
